post_type,post_status,post_id,renban,todohuken_no,tax_todofuken,post_title,custom_postalcode,custom_address_city,custom_address,custom_phone,custom_fax,custom_openinghours,tax_is_emergency_contact,custom_emergency_contact_phone,pharmacist_name
pharmacy_korosho,publish,36900896,19,6,山形県,あらた調剤薬局山形嶋店,990-0885,読み込んでいます...,山形市嶋北４－５－２,023-666-5474,023-666-5475,"月～金9：00～19：00
土13：00～18：30
隔週月・金20：00～24：00",有,080-6051-4976,佐藤　一子
pharmacy_korosho,publish,36900897,20,6,山形県,カメイ調剤薬局山形北店,990-0885,読み込んでいます...,山形市嶋北１－１４－７,023-682-1560,023-682-1561,"月～水金9：00～18：00
木8：30～16：30
土9：00～13：00",有,080-2849-3806,瓜生　泰之、高木　麻友
pharmacy_korosho,publish,36900898,21,6,山形県,調剤薬局ツルハドラッグ山形嶋店,990-0885,読み込んでいます...,山形市嶋北４－２　－１８,023-682-7221,023-682-7221,月∼金9：00∼18：00,無,,矢萩　美保
pharmacy_korosho,publish,36900899,22,6,山形県,アーク調剤薬局,990-2172,読み込んでいます...,山形市大字千手堂字大門９７－３,023-681-3440,023-676-9880,月～金9：00～18：00、土9：00～12：00,無,,生澤　美恵子、生澤　俊太郎
pharmacy_korosho,publish,36900900,23,6,山形県,アーク調剤薬局県立中央病院前店,990-2214,読み込んでいます...,山形市大字青柳１５６１－８,023-674-0177,023-674-0178,8:30～18:00,有,023-674-0177,生澤　俊朗
pharmacy_korosho,publish,36900901,24,6,山形県,プライム調剤薬局,990-2313,読み込んでいます...,山形市大字松原３１２－８,023-679-4453,023-679-4454,月火木金9:00～18:30　　　　　　　　　　　水土9:00～17:00,有,080-6001-6289,飯村　麗子
pharmacy_korosho,publish,36900902,25,6,山形県,調剤薬局ツルハドラッグ山形桜田店,990-2323,読み込んでいます...,山形市桜田東４－９－１１,023-615-6311,023-615-6311,月～金9:00～14:00 15:00～18:00,無,,田中　美穂、十河　隆重
pharmacy_korosho,publish,36900903,26,6,山形県,カメイ調剤薬局山大附属病院前店,990-2331,読み込んでいます...,山形市飯田西４－４－１６,023-615-0933,023-625-0012,月～金9：00～18：00,有,080-2806-3267,藤村　祐樹、杉山　和奏
pharmacy_korosho,publish,36900904,27,6,山形県,岡崎医療医学部前調剤薬局,990-2331,読み込んでいます...,山形市飯田西４－５－３５,023-624-1123,023-624-9659,月～金9：00～18：00,無,,太田　純子、向井　実和
pharmacy_korosho,publish,36900905,28,6,山形県,共創未来アカデミア薬局,990-2331,読み込んでいます...,山形市飯田西１－２－２６,023-615-7441,023-633-7442,月～金9:00～18:00,無,,菅原　登美子
pharmacy_korosho,publish,36900906,29,6,山形県,なりさわ西調剤薬局,990-2339,読み込んでいます...,山形市成沢西４－１１－３９,023-687-0250,023-687-0251,月～水・金9：00～18：00　　　　　　　　土9：00～12：30,無,,小山　洋和
pharmacy_korosho,publish,36900907,30,6,山形県,さくら調剤薬局長谷堂店,990-2363,読み込んでいます...,山形市長谷堂１１３－２,023-674-0215,023-674-0216,"月火木金8:30～18:00
水8:30～17:00　土8:30～13:00",有,023-674-0215,佐藤　剛実、渡邉　尚子
pharmacy_korosho,publish,36900908,31,6,山形県,調剤薬局ツルハドラッグ 山形南原店,990-2413,読み込んでいます...,山形市南原町３－１－２６,023-615-9536,023-615-9536,月～金9:00～13:30 14:30～18:00,無,,白鳥　雅也
pharmacy_korosho,publish,36900909,32,6,山形県,調剤薬局ツルハドラッグ中桜田店,990-2422,読み込んでいます...,山形市中桜田３－２－１６,023-632-0706,023-629-8825,月火木金9:00～18:30   土9:00～13:00,無,,矢吹　清治、斉野　佐知子
pharmacy_korosho,publish,36900910,33,6,山形県,調剤薬局ツルハドラック山形吉原店,990-2442,読み込んでいます...,山形市吉原２－１０－１０,023-647-7860,023-647-7860,月～土9:00～18:00,無,,鈴木　知絵、大沼　智子、田口　香保
pharmacy_korosho,publish,36900911,34,6,山形県,元木調剤薬局,990-2447,読み込んでいます...,山形市元木２－１３－１０,023-631-7741,023-631-7741,月～金9:00～18:00　土9:00～12:30,無,,鶴本　宰香
pharmacy_korosho,publish,36900912,35,6,山形県,エール薬局吉原店,990-2451,読み込んでいます...,山形市吉原２－１８－６,023-645-8400,023-645-8401,"月～金8:45～17:45
木、土8:45～12:45",無,,小笠原　慧
pharmacy_korosho,publish,36900913,36,6,山形県,調剤薬局ツルハドラッグ吉原店,990-2451,読み込んでいます...,山形市吉原３－９－１４,023-644-2706,023-647-3735,"月火木金9:00～18:00
水土9:00～13:00",無,,服部　昌子、小林　菜穂子
pharmacy_korosho,publish,36900914,37,6,山形県,樫の木薬局あかねケ丘店,990-2481,読み込んでいます...,山形市あかねケ丘２－１０－４５,023-645-2222,023-645-1752,月～金9:00～18:30 土9:00～16:00,有,090-5842-0409,遠田　洋介
pharmacy_korosho,publish,36900915,38,6,山形県,ファーコス薬局うわまち,990-2483,読み込んでいます...,山形市上町３－１１－６,023-646-2294,023-646-2294,月～水・金9:00～18:30　土9:00～18:00,無,,笹原　朋子、土田　昌子
pharmacy_korosho,publish,36900916,39,6,山形県,ファーコス薬局 あすなろ,991-0003,読み込んでいます...,寒河江市大字西根字下堰５０７,0237-77-6580,0237-77-6581,月～金9:00～18:00　土9:00～12:30,有,0237-77-6580　　　　（転送）,飯田　仁
pharmacy_korosho,publish,36900917,40,6,山形県,さがえ調剤薬局,991-0041,読み込んでいます...,寒河江市大字寒河江字塩水５９－１,0237-83-3170,0237-83-3170,月～金8:30～17:30,無,,多田　温志
pharmacy_korosho,publish,36900918,41,6,山形県,調剤薬局ツルハドラッグ寒河江西店,991-0041,読み込んでいます...,寒河江市大字寒河江字塩水７１外,0237-83-0688,0237-83-0688,月～金9:00～18:00,無,,星　建太朗、高橋　真由美、長岡　紀子
pharmacy_korosho,publish,36900919,42,6,山形県,健康堂薬局,991-0042,読み込んでいます...,寒河江市大字高屋字西浦４２９,0237-86-5818,0237-86-9383,月～金9:00～17:30　土9:00～13:00,有,0237-86-5818,佐藤　陽子
pharmacy_korosho,publish,36900920,43,6,山形県,コスモス薬局 南寒河江店,991-0043,読み込んでいます...,寒河江市大字島字島東８７番地,0237-83-1850,0237-83-1851,月火木金土9:00～17:00,無,,鈴木　涼平
pharmacy_korosho,publish,36900921,44,6,山形県,陵南調剤薬局,991-0057,読み込んでいます...,寒河江市内ノ袋１－９－６,0237-85-0405,0237-85-0406,月～水、金:9:00～18:00、　　　　　　　木:9:00～17:00、土:9:00～13:00,有,080-6015-0405,松塚　智子、岸野　哲浩
pharmacy_korosho,publish,36900922,45,6,山形県,ふれあい調剤薬局中郷店,991-0065,読み込んでいます...,寒河江市中郷１０４７－１,0237-84-0125,0237-84-0126,"月火水金9：00～18：00
土9：00～17：00",無,,古郡　康宏
pharmacy_korosho,publish,36900923,46,6,山形県,そうごう薬局　金池店,992-0012,読み込んでいます...,米沢市金池６－４－５,0238-26-1671,0238-26-1672,月火木金9:00～18:00 水9:00～17:00 　　　　土9:00～13:00,有,0238-26-1671,早坂　建白、大野　凱生
pharmacy_korosho,publish,36900924,47,6,山形県,コアラ薬局,992-0031,読み込んでいます...,米沢市大町４－４－１１,0238-23-6320,0238-23-6626,月～金9:00～18:00　土9:00～13:00,有,0238-23-6320,加藤　邦男、鈴木　由美子
pharmacy_korosho,publish,36900925,48,6,山形県,調剤薬局ツルハドラッグ米沢相生町店,992-0032,読み込んでいます...,米沢市相生町７－５２,0238-27-0082,0238-27-0082,月～金9:00～13:00､14:00～18:00,有,070-7400-0228,斎藤　洋平
pharmacy_korosho,publish,36900926,49,6,山形県,しのぶ調剤薬局,992-0059,米沢市,米沢市西大通２－３－６１,0238-26-1755,0238-26-2055,月～金8:30～17:30　土8:30～12:30,無,,永井　孝尚、佐藤　佳子
pharmacy_korosho,publish,36900927,50,6,山形県,調剤薬局ツルハドラッグ高畠店,992-0315,読み込んでいます...,東置賜郡高畠町泉岡中道３９９,0238-51-0268,0238-51-0268,"月～金 9:30～18:00 
第2･第4土 9:00～13:00",無,,岩瀬　慎吾
pharmacy_korosho,publish,36900928,51,6,山形県,SS調剤薬局,992-0351,読み込んでいます...,東置賜郡高畠町高畠３９３－７,0238-52-5010,0238-52-5050,月～金9:00～18:00. 土9:00～13:00,無,,高橋　郁子
pharmacy_korosho,publish,36900929,52,6,山形県,アップル薬局おきたま店,992-0601,読み込んでいます...,東置賜郡川西町西大塚１３８１－４,0238-42-6688,0238-42-6687,月～金8:30～18:00　土8:30～12:30,無,,髙井　啓一、高橋　美和子、伊藤　成美、畠山　優香
pharmacy_korosho,publish,36900930,53,6,山形県,十王調剤薬局,992-0821,読み込んでいます...,西置賜郡白鷹町大字５０５９－１６,0238-87-2289,0238-87-2293,月～金:8:30～18:00 土8:30～13:00,無,,村岡　悦子
pharmacy_korosho,publish,36900931,54,6,山形県,アップル薬局　長井店,993-0083,読み込んでいます...,長井市大町９‐２６,0238-83-1280,0238-83-1281,9:00～18:00,有,080-9391-9748,保坂　俊輔、安部　多恵子
pharmacy_korosho,publish,36900932,55,6,山形県,ながい調剤薬局,993-0084,読み込んでいます...,長井市栄町１０－２,0238-88-5852,0238-88-9900,月～金9:00～18:00  土9:00～13:00,有,090-2885-9977,深浦　大輔
pharmacy_korosho,publish,36900933,56,6,山形県,けんこう堂薬局,994-0013,読み込んでいます...,天童市老野森２－１５－２２,023-654-3332,023-654-9265,月火水金9:00～18:30  　　　　　　　　　　 木9:00～18:00   土9:00～16:00,有,023-654-3332転送,古川　貴子
pharmacy_korosho,publish,36900934,57,6,山形県,調剤薬局ツルハドラッグ天童店,994-0028,読み込んでいます...,天童市鍬ノ町２－２－３８,023-658-7121,023-658-7121,月～金9:30～18:30,無,,佐々木　麻衣
pharmacy_korosho,publish,36900935,58,6,山形県,たちばなや薬局,994-0033,読み込んでいます...,天童市三日町２－５－３,023-653-2124,023-653-1221,月～土9:00～19:00,無,,新関　多津弥
pharmacy_korosho,publish,36900936,59,6,山形県,けんこう堂調剤薬局,994-0034,読み込んでいます...,天童市本町２－１－１,023-654-6065,023-654-6067,"月～金9:00～18:00
第2,4,5土9:00～12:30",無,,村形　浩子
pharmacy_korosho,publish,36900937,60,6,山形県,スマイル薬局長岡店,994-0063,読み込んでいます...,天童市東長岡２－８－９,023-658-1193,023-658-1195,月火木金8:30～18:30　水8:30～17:00　土8:30～12:30,有,090-5596-6070,矢野　昭彦、須藤　真知子
pharmacy_korosho,publish,36900938,61,6,山形県,きくち調剤薬局バイパス店,995-0038,読み込んでいます...,村山市駅西１９－２７,0237-52-1025,0237-52-1026,"月～水、金9:00～18:00
土8:30～13:00",無,,菊地　潤平、森谷　拓真
pharmacy_korosho,publish,36900939,62,6,山形県,カイセイ調剤薬局,996-0035,読み込んでいます...,新庄市鉄砲町７－２７,0233-29-2913,0233-29-2915,月～金9:00～17:30 土9:00～12:30,有,0233-29-2913,中沼　仁
pharmacy_korosho,publish,36900940,63,6,山形県,ほし薬局,996-0035,読み込んでいます...,新庄市鉄砲町３－１,0233-28-8693,0233-23-5823,月～金9：00～18：00　土9：00～13：00,有,0233-28-8693,星　利佳
pharmacy_korosho,publish,36900941,64,6,山形県,さくら調剤薬局,996-0053,読み込んでいます...,新庄市大字福田字福田山７７４－３５,0233-28-0056,0233-28-0057,月～金8:30～17:30,有,0233-28-0056,山下　修
pharmacy_korosho,publish,36900942,65,6,山形県,おおてまち薬局,996-0084,読み込んでいます...,新庄市大手町５－７,0233-32-1981,0233-32-1982,月火水金9:00～17:30 木9:00～17:00　 　土日9:00～12:30　　　　　　　　　　　　　第1・3・5日曜9:00～12:30,有,0233-32-1981,伊藤　亜希子、鹿野　潤、佐藤　智代
pharmacy_korosho,publish,36900943,66,6,山形県,有限会社　斎藤薬局,997-0026,読み込んでいます...,鶴岡市大東町２５－１５,0235-22-1342,0235-22-2217,月～金8:30～19:00 土8:30～18:00,有,0235-22-1442,齋藤　聡
pharmacy_korosho,publish,36900944,67,6,山形県,共創未来　さんのう町薬局,997-0028,読み込んでいます...,鶴岡市山王町４－２,0235-64-8891,0235-64-8892,"月火木金9:00～18:10
水土9:00～13:00",無,,清田　陽太、横山　翔
pharmacy_korosho,publish,36900945,68,6,山形県,宝田薬局,997-0038,読み込んでいます...,鶴岡市北茅原町１－２１,0235-35-1700,0235-35-1701,"月～金9:00～18:30､土9:00～16:30
木･日･祝休み",有,0235-35-1700,鶴田　香織
pharmacy_korosho,publish,36900946,69,6,山形県,ポプラ薬局,997-0801,読み込んでいます...,鶴岡市東原町２５－２０,0235-29-0511,0235-29-0512,"月火木金9:00～18:00  水9:00～12:00　　　 土9:00～16:00 
第2土曜日祝祭日休み",無,,熊谷　紀子
pharmacy_korosho,publish,36900947,70,6,山形県,調剤薬局ツルハドラッグ鶴岡南店,997-0816,読み込んでいます...,鶴岡市文園町５－１０,0235-29-1140,0235-29-1140,月～金9:30～18:30,有,080-6067-8553,高橋　玄
pharmacy_korosho,publish,36900948,71,6,山形県,はるかぜ薬局,997-0819,読み込んでいます...,鶴岡市のぞみ町５－２１,0235-64-0517,050-3488-7378,"月～水・金8:30～18:15
木土8:30～12:15",無,,塩野　亘代
pharmacy_korosho,publish,36900949,72,6,山形県,鶴岡ひまわり薬局,997-0824,読み込んでいます...,鶴岡市日枝字海老島１６１－２,0235-28-3500,0235-28-3501,月～金9:00～19:00　土9:00～13:00,有,090-9533-5761,丸山　奈緒子、茂木　香保里
pharmacy_korosho,publish,36900950,73,6,山形県,ゆう薬局　美咲店,997-0857,読み込んでいます...,鶴岡市美咲町２５－２０,0235-29-1081,0235-29-1082,月～金 8:30-18:00 土 8:30-16:00,無,,長井　忠男
pharmacy_korosho,publish,36900951,74,6,山形県,調剤薬局ツルハドラッグ酒田店,998-0006,酒田市,酒田市ゆたか２－１－１,0234-35-2468,0234-35-2468,月～土9:00～18:30,無,,芝田　将人、小林　貴子、髙棹　康太郎
pharmacy_korosho,publish,36900952,75,6,山形県,ゆう薬局西高前店,998-0013,酒田市,酒田市東泉町５－８－４,0234-21-1260,0234-21-1261,月～金8:30～18:00 土8:30～16:00,有,0234-21-1260,河合　慎之介
pharmacy_korosho,publish,36900953,76,6,山形県,アイン薬局ハート泉店,998-0018,読み込んでいます...,酒田市泉町１－１６,0234-28-9888,0234-28-9889,"月火木金8:30～18:00
水土8:30～12:00",有,0234-28-9888,松崎　淳
pharmacy_korosho,publish,36900954,77,6,山形県,ひまわり薬局,998-0044,読み込んでいます...,酒田市中町３－７－１,0234-22-2662,0234-22-2683,月～金9:00～19:00 土9:00～13:00,有,090-2603-8189,佐藤　祥子
pharmacy_korosho,publish,36900955,78,6,山形県,イオン薬局酒田南店,998-0828,酒田市,酒田市あきほ町１２０－１,0234-21-1409,0234-21-6953,9:00-20:00,無,,渡邉　清肇
pharmacy_korosho,publish,36900956,79,6,山形県,調剤薬局ツルハドラッグみずほ店,998-0842,読み込んでいます...,酒田市亀ヶ崎３－９－１５,0234-21-0351,0234-21-0351,月～土9:00～18:30,無,,佐々木　貴光、菅野　静佳、奥山　咲
pharmacy_korosho,publish,36900957,80,6,山形県,調剤薬局ツルハドラッグ酒田南店,998-0852,酒田市,酒田市こがね町２－２７－３,0234-21-9535,0234-21-9535,9:30～18:30,無,,白山　祐輝、高棹　優
pharmacy_korosho,publish,36900958,81,6,山形県,調剤薬局ツルハドラッグ酒田曙町店,998-0862,読み込んでいます...,酒田市曙町２丁目１７番１,0234-21-2075,0234-21-2075,月～金 9:30～13:30 14:30～18:00,無,,矢野　寛和
pharmacy_korosho,publish,36900959,82,6,山形県,天神森調剤薬局,999-0121,読み込んでいます...,東置賜郡川西町大字上小松１４１７－２,0238-54-2121,0238-54-2122,"月火水8:30～18:30 木8:30～19:00 　　　　　金8:30～14:00 16:00～18:30
土8:30～16:00
※第2土曜日8:30～12:30",有,0238-54-2121,結城　聖太
pharmacy_korosho,publish,36900960,83,6,山形県,いいでワゴー薬局,999-0602,読み込んでいます...,西置賜郡飯豊町萩生４２８４－７,0238-78-5075,0238-78-5074,月～金9:00～18:00 土9:00～12:30,無,,難波　純
pharmacy_korosho,publish,36900961,84,6,山形県,白い森調剤薬局,999-1352,読み込んでいます...,西置賜郡小国町大字岩井沢５４８－１５,0238-61-0193,0238-61-0100,月～金8:50～18:00,有,0238-61-0193,深浦　みなみ
pharmacy_korosho,publish,36900962,85,6,山形県,やまがたアイ薬局,999-2174,読み込んでいます...,東置賜郡高畠町大字福沢５９６－４,0238-49-7822,0238-49-7826,月～金8:30～18:00　土8:30～16:30,有,0238-49-7822,金井　栄一
pharmacy_korosho,publish,36900963,86,6,山形県,あんにん薬局,999-2244,読み込んでいます...,南陽市島貫字下堂ノ前６１５ー７,0238-50-3456,0238-50-3457,月～金9:00～18:00 土9:00～12:30,有,070-5475-3416,芳野　昌彦、芳野　裕香
pharmacy_korosho,publish,36900964,87,6,山形県,コスモ調剤薬局　谷地店,999-3511,読み込んでいます...,西村山郡河北町谷地字月山堂３７１－３,0237-77-0075,0237-77-0076,月～金9:00～18:00  土9:00～13:00,無,,大塚　恵子
pharmacy_korosho,publish,36900965,88,6,山形県,茂木薬局,999-3511,読み込んでいます...,西村山郡河北町谷地字月山堂３８７,0237-73-4100,0237-72-7101,"月～金9:00～18:00
第2,第4土10:00～18:00",有,0237-72-4100,佐藤　厚子
pharmacy_korosho,publish,36900966,89,6,山形県,茂木調剤薬局中央店,999-3512,読み込んでいます...,西村山郡河北町谷地中央５－９－１６,0237-85-0231,0237-85-0232,"月火水金9:00～18:30
木土9:00～13:30",有,090-7061-5669,佐藤　恵一
pharmacy_korosho,publish,36900967,90,6,山形県,調剤薬局ツルハドラッグ東根店,999-3702,読み込んでいます...,東根市温泉町３－３－４,0237-36-0083,0237-36-0083,9:00～14:30､15:30～18:00月～金,無,,北口　博章
pharmacy_korosho,publish,36900968,91,6,山形県,フレンド薬局東根中央店,999-3711,読み込んでいます...,東根市中央３－２－１４,0237-43-6600,0237-43-6616,月～金9:00～13:00、14:00～18:00 　　　　　土9:00～13:00、14:00～17:00,無,,佐藤　匠
pharmacy_korosho,publish,36900969,92,6,山形県,調剤薬局ツルハドラッグ東根中央店,999-3720,読み込んでいます...,東根市さくらんぼ駅前２－１４－１７,0237-41-2820,0237-41-2820,月～金9：00～18：00,無,,今立　和宏、服部　輝也
pharmacy_korosho,publish,36900970,93,6,山形県,調剤薬局ツルハドラッグ東根神町店,999-3737,読み込んでいます...,東根市神町北５－３－１,0237-49-2025,0237-49-2025,月～金9:00～13:00、14:00～18:00,無,,山田　真人
pharmacy_korosho,publish,36900971,94,6,山形県,株式会社　土屋薬局,999-3763,読み込んでいます...,東根市神町中央１－１０－７,0237-47-0033,0237-48-1477,月～金9:00～19:00　土9:00～18:00,有,0237-48-2550,土屋　幸太郎、土屋　幸
pharmacy_korosho,publish,36900972,95,6,山形県,尾花沢調剤薬局,999-4113,読み込んでいます...,北村山郡大石田町大字今宿字板橋８９０－５,0237-22-3525,0237-24-1525,月～日8:30～18:00,無,,赤津　義明、岩谷　和子
pharmacy_korosho,publish,36900973,96,6,山形県,なごみ薬局わかば店,999-4225,読み込んでいます...,尾花沢市若葉町２－１－８,0237-22-9810,0237-22-9738,月火水金8:30～18:00木土8:30～13:00,無,,中込　毅
pharmacy_korosho,publish,36900974,97,6,山形県,株式会社柴崎薬局,999-4227,読み込んでいます...,尾花沢市中町２－６０,0237-22-0130,0237-22-0816,月～土8:00～19:00　日祝8:00～18:00,有,0237-22-0130,柴﨑　重夫、柴﨑　光太郎
pharmacy_korosho,publish,36900975,98,6,山形県,尾花沢調剤薬局市役所前店,999-4228,読み込んでいます...,尾花沢市上町１－１－２７,0237-53-8250,0237-23-5385,月～金9:00～18:00  土9:00～13:00,有,080-5732-0533,菅原　亮
pharmacy_korosho,publish,36900976,99,6,山形県,高宮薬局,999-5312,最上郡真室川町,最上郡真室川町大字新町１２８－２０,0233-62-2010,0233-62-2638,月～金8:00～19:00　土9:00～18:00,有,0233-62-2010,髙宮　英祐
pharmacy_korosho,publish,36900977,100,6,山形県,おかの薬局,999-6101,最上郡最上町,最上郡最上町向町６８－１１,0233-43-9066,0233-43-9067,月火木8:30～18:00　水8:30～20:00　　　　金8:30～19:30　土8:30～12:30,有,0233-43-9066,岡野　純一郎、岡野　昌子、岡野　慎一郎
pharmacy_korosho,publish,36900978,101,6,山形県,すずき調剤薬局,999-6101,読み込んでいます...,最上郡最上町大字向町字愛宕前５３３－７４,0233-43-4312,0233-43-4320,月火木7：30～18：00　　　　　　　　　　　水金7：30～19：30　土7：30～13：00,有,0233-43-4312,鈴木　寿枝
pharmacy_korosho,publish,36900979,1,7,福島県,けや木薬局,960-0101,読み込んでいます...,福島市瀬上町幸町９－２,024-553-6505,024-573-1120,"月・火・木・金 8:30～18:00
水 8:30～16:30
土 8:30～13:00",有,024-553-6505,白石　暢子
pharmacy_korosho,publish,36900980,2,7,福島県,モトマチ薬局,960-0101,読み込んでいます...,福島市瀬上町字本町２２,024-553-3150,024-554-5031,"月～金 9:00～18:00
土 9:00～13:00",有,090-953-25305,馬目　直子
pharmacy_korosho,publish,36900981,3,7,福島県,ほばら薬局鎌田店,960-0102,読み込んでいます...,福島市鎌田字町東２－５,024-563-3044,024-563-3049,"月・火・木・金 8:30～18:00
水・土 8:30～12:30",無,,梅澤　素子
pharmacy_korosho,publish,36900982,4,7,福島県,なの花薬局　北矢野目店,960-0113,読み込んでいます...,福島市北矢野目字原田６７－１７,024-557-5227,024-557-5228,"月・木 8:30～17:15
水・金 8:30～19:15
土 8:30～13:00",有,024-557-5227,椚山　典子
pharmacy_korosho,publish,36900983,5,7,福島県,ふたば薬局　笹谷店,960-0241,読み込んでいます...,福島市笹谷字中田４－１７,024-555-5535,024-555-5622,"月・火・木・金 9:00～18:30
水 9:00～17:00
土 9:00～13:00",有,024-555-5535（転送）,渡邉　由起、渡邉　小百合、鍛冶内　大輔
pharmacy_korosho,publish,36900984,6,7,福島県,ぷらんたん薬局ささや,960-0241,読み込んでいます...,福島市笹谷字塗谷地３７－１５,024-555-0880,024-555-6886,"月・水～金 8:30～18:30
火 8:30～19:30
土 8:30～13:30",有,024-555-0880,星　直絵
pharmacy_korosho,publish,36900985,7,7,福島県,保原薬局伊達店,960-0502,読み込んでいます...,伊達市箱崎字中２１－６,024-583-3011,024-583-3015,月～日 8:30～18:00,有,024-583-3011,樋口　卓、橘　美和、吉田　昌寿、井本　麻弥
pharmacy_korosho,publish,36900986,8,7,福島県,コスモ調剤薬局,960-0601,読み込んでいます...,伊達市保原町字栄町８１－５,024-576-4620,024-576-4650,"月～金 8:30～18:00
土 8:30～13:30",無,,峯　広友紀
pharmacy_korosho,publish,36900987,9,7,福島県,保原薬局,960-0611,読み込んでいます...,伊達市保原町字城ノ内６１－１,024-576-3756,024-576-3758,月～土 8:30～18:00,無,,髙橋　侑子、大浦　鉄平、上山　里奈
pharmacy_korosho,publish,36900988,10,7,福島県,保原薬局本店,960-0611,読み込んでいます...,伊達市保原町城ノ内５７－１,024-575-2109,024-575-1279,月～土　8:30～18:00,有,024-575-2109,高野　真紀夫、坂本　有里枝、大場　香里、菅家　由佳里
pharmacy_korosho,publish,36900989,11,7,福島県,アップル薬局保原店,960-0619,読み込んでいます...,伊達市保原町９－３－２５,024-575-3633,024-575-0661,"月～金 8:30～18:00
土 8:30～16:00",有,090-7064-1254,長谷川　有里、佐藤　優子、小島　るみ子、内田　優子
pharmacy_korosho,publish,36900990,12,7,福島県,有限会社しみず薬局保原店,960-0633,読み込んでいます...,伊達市保原町二井田字秋切１－１,024-574-2540,024-574-2541,"月～金 8:30～17:30
土 8:30～12:30",有,024-574-2540,関　泰則
pharmacy_korosho,publish,36900991,13,7,福島県,保原薬局梁川店,960-0729,読み込んでいます...,伊達市梁川町希望ヶ丘２６－２,024-577-5900,024-577-5868,月～土 9：00～18：00,無,,石川　知子、佐藤　敬、鈴木　直樹、松崎　沙也香
pharmacy_korosho,publish,36900992,14,7,福島県,アップル薬局掛田店,960-0801,読み込んでいます...,伊達市霊山町掛田字西裏５５,024-586-3511,024-586-3515,"月・火・木・金 8:30～18:00
水・土 8:30～17:30",有,024-586-3511,佐藤　浩樹、齋藤　瑞希
pharmacy_korosho,publish,36900993,15,7,福島県,健歩薬局,960-1101,読み込んでいます...,福島市大森字高畑７０－３,024-545-6610,024-545-7741,"月～金 9:00～18:30
土 9:00～16:00",無,,三好　春樹
pharmacy_korosho,publish,36900994,16,7,福島県,有限会社しみず薬局,960-1101,読み込んでいます...,福島市大森舘ノ内７４－１,024-545-8298,024-545-9383,月～金　9:00～18:30､土　9:00～13:00,有,024-545-8298,武藤　壮平
pharmacy_korosho,publish,36900995,17,7,福島県,有限会社石井薬局,960-1456,読み込んでいます...,伊達郡川俣町中丁４８,024-565-2068,024-565-4152,ＡＭ　7:30～PM　9:30,有,024-565-2068,佐藤　有一
pharmacy_korosho,publish,36900996,18,7,福島県,エール薬局栄町,960-8031,読み込んでいます...,福島市栄町１－３１,024-563-4346,024-563-4347,月～土 9:15～18:45,無,,樋口　怜美
pharmacy_korosho,publish,36900997,19,7,福島県,ファーコス薬局 福島駅前,960-8031,読み込んでいます...,福島市栄町６－６　ユニックスビル１Ｆ,024-524-1355,024-524-1331,月～金9:00～18:30　土9:00～17:00,有,024-524-1355,芳賀　智子、伊藤　知世、佐藤　千穂
pharmacy_korosho,publish,36900998,20,7,福島県,有限会社石井薬局　大町本店,960-8041,福島市,福島市大町８－１６,024-522-2476,024-522-2624,"月～金 9:00～18:30
土 9:00～16:00",有,090-3367-3926,石井　健介
pharmacy_korosho,publish,36900999,21,7,福島県,そうごう薬局　福島笹木野店,960-8057,読み込んでいます...,福島市笹木野字中西裏１８－４,024-555-1071,024-558-0272,"月・火・木・金 9:00～19:00
水 9:00～17:00
土 9:00～13:00",有,024-555-1071,髙橋　清大、矢田部　展子、鹿糠　祥香
pharmacy_korosho,publish,36901000,22,7,福島県,ファーコス薬局東中央,960-8071,読み込んでいます...,福島市東中央２－２－２,024-533-2660,024-533-2677,"月～金 9:00～18:30
木・土 9:00～17:00",有,080-1022-6476,菊地　知子、宍戸　静、山本　智恵子
pharmacy_korosho,publish,36901001,23,7,福島県,西中央薬局,960-8074,読み込んでいます...,福島市西中央１－１２－２,024-597-8115,024-597-8116,"月･火･水･金:8:30～18:30
土8:30～13:00
定休:木･日祝日",無,,川又　瑛里
pharmacy_korosho,publish,36901002,24,7,福島県,あおぞら薬局競馬場前店,960-8114,読み込んでいます...,福島市松浪町２－３３,024-536-1626,024-536-1614,"月・火・木・金 8:45～18:30
水 8:45～17:00
土 8:30～13:00",有,024-536-1626,安田　衣里、阿部　英美
pharmacy_korosho,publish,36901003,25,7,福島県,きりん調剤薬局,960-8133,福島市,福島市桜木町１－２１,024-534-3201,024-534-3202,"月～水、金 8:30～18:30
木 8:30～16:30
土 8:30～12:30",有,090-3646-0584,米田　真紀
pharmacy_korosho,publish,36901004,26,7,福島県,クオール薬局福島東店,960-8136,読み込んでいます...,福島市八島町１４－２７,024-573-9070,024-573-9076,月～土 8:40～17:30,有,080-8754-5527,近野　志穂
pharmacy_korosho,publish,36901005,27,7,福島県,ファーコス薬局 渡利,960-8141,読み込んでいます...,福島市渡利字椚町２５－４,024-528-0666,024-528-0677,"月～金 9:00～18:30
土 9:00～13:30",有,024-528-0666,角張　義尭、小野　紗理
pharmacy_korosho,publish,36901006,28,7,福島県,ぷらんたん薬局,960-8141,読み込んでいます...,福島市渡利沼ノ町４５,024-521-1010,024-521-1231,"月～金　9:00～19:00
土　9:00～14:00",有,024-521-1010,菅野　千春、佐藤　美幸、遠藤　伸子、渡辺　梨沙、中村　優、佐藤　一樹
