,post_type,post_status,post_id,custom_todofuken_no,tax_todofuken,custom_sortorder,post_title,custom_postalcode,custom_address,custom_memo_available_datetime,custom_phone,custom_website,tax_is_open_sunday,tax_is_open_holiday,社内メモ,追加日
,medical-institution,publish,77700198,4,宮城,1,セイントマザークリニック,980-0824,仙台市青葉区支倉町1-31,"月～土：9:00～12:00、14:00～17:00
※水・土曜日午後および日曜祝日は休診",022-263-8001,http://www.saint-mothers.jp,,,,
,medical-institution,publish,77700199,4,宮城,1,中川記念ちか子女性クリニック,989-6162,大崎市古川駅前大通6-1-23,月・火・木・金：9：00～17：30水・土：9：00～12：00,0229-23-0655,http://www.nakagawa-sanfujinka.jp/,,,,
,medical-institution,publish,77700200,4,宮城,1,スズキ記念病院,989-2481,岩沼市里の杜3丁目5番5号,平日：9:00～18:00  土曜：9:00～13:00,0223-23-3111,http://www.suzuki-hospital.jp/,,,,
,medical-institution,publish,77700201,4,宮城,1,医療法人友仁会  松島病院,981-0215,宮城郡松島町高城字浜1-26,平日：9:00～16:30土曜：9:00～11:30日祝：休診,022-354-5811,www.matushimahospital.com,,,,
,medical-institution,publish,77700202,4,宮城,1,向仁会  永井産婦人科,980-0824,仙台市青葉区支倉町4-3,月・火・木・金：9：00～12：30、14：30～17：30水・土：9：00～12：30,022-222-5582,http://www.nagai-obgyne.com/,,,,
,medical-institution,publish,77700203,4,宮城,1,公益財団法人宮城厚生協会  坂総合クリニック,985-0835,多賀城市下馬2丁目13-7,平日：9：00～17：00、土曜：9:00-12:30,022-365-5175,https://www.m-kousei.com/saka/about/clinic/message.html,,,,
,medical-institution,publish,77700204,4,宮城,1,公益財団法人宮城厚生協会  坂総合病院,985-8506,塩釜市錦町16-5,平日8：30-17：00、土曜8：30-12：30,022-365-5175,https://www.m-kousei.com/saka/,,,,
,medical-institution,publish,77700205,4,宮城,1,千田医院,981-8002,仙台市泉区南光台南2-7-7,"月・火・木・金：9:00～17:30水：9:00-14:30
土:9:00～11:30",022-251-8256,,,,,
,medical-institution,publish,77700206,4,宮城,1,村口きよ女性クリニック,983-0852,仙台市宮城野区榴岡4-2-3仙台MTビル2F,"診療受付時間内
（新患受付は午前・午後とも1時間前に終了致します） 9：00～12：30（月・火・水・金・土）
14：30～17：00（月・金）14：30～17：00（火・水）休診日：木曜日・日曜・祝祭日・土曜日の午後",022-292-0166,http://www.muraguchikiyo-wclinic.or.jp/,,,,
,medical-institution,publish,77700207,4,宮城,1,長池産婦人科,980-0021,仙台市青葉区中央3丁目4-2,"月・火・木・金：9:00～18:00
土：9:00～13:00",022-222-5251,https://nagaike-clinic.com,,,,
,medical-institution,publish,77700208,4,宮城,1,富谷医院,981-3304,富谷市ひより台1丁目45-1,"月～金：8:30～12:00、14:00～18:00
土：8:30～13:00（日・祝日は休診）",022-358-2872,http://www.tomiyaiin.jp/,,,,
,medical-institution,publish,77700209,4,宮城,1,仙台中央レディースクリニック,982-0032,仙台市太白区富沢4丁目4-2,"平日：9:30～11:30、14:00～17:30
水・土：9:30～11:30",022-244-5558,,,,,
,medical-institution,publish,77700210,4,宮城,1,明石台レディースクリニック,981-3332,富谷市明石台2-13-1,"平日：9:00～12:30、14:30～18:30 土：9:00～12:30、午後14:30～17:00
木・日・祝日：休診",022-772-8188,,,,,
,medical-institution,publish,77700211,4,宮城,1,八乙女レディースクリニック,981-3121,仙台市泉区上谷刈1-7-33,"月・火・木・金：8:30～11:30、14:00～17:00水・土：8:30～11:30
休診日/日曜日・祝日",022-772-6020,,,,,
,medical-institution,publish,77700212,4,宮城,1,齋藤産婦人科医院,986-0822,石巻市中央三丁目5-26,平日：9:00～17:00 木・土曜：9:00～12:30,0225-22-0707,,,,,
,medical-institution,publish,77700213,4,宮城,1,しらゆりクリニック,986-0861,石巻市蛇田字新立野330-2,"月・水・木・金：9:00～11:45、13:30～17:15火：13:30～17:15
土：9:00～12:45",0225-22-3717,,,,,
,medical-institution,publish,77700214,4,宮城,1,うつみレディスクリニック,981-0501,東松島市赤井字八反谷地132-6,"月・火・木・金：9:00～17:00水・土：9:00～12:30
（第3,4,5（月）は休診）",0225-84-2868,,,,,
,medical-institution,publish,77700215,4,宮城,1,やすこ女性クリニック,981-3332,富谷市明石台6丁目1-20,平日：9:00～12:30，14:00～18:00土：9:00～13:00,022-342-1255,http://yasuko-cli.jp/,,,,
,medical-institution,publish,77700216,4,宮城,1,洞口・佐藤クリニック,981-1224,名取市増田1-5-12,平日：9:00～17:30（月曜日休診）土：9:00～12:00,022-382-2333,,,,,
,medical-institution,publish,77700217,4,宮城,1,医療法人社団結城産婦人科医院,987-0511,登米市迫町佐沼字小金丁22-5,月・火・木・金：9:00～11:30水・土：14:00～17:00,0220-22-3252,http://yuuki.or.jp/,,,,
,medical-institution,publish,77700218,4,宮城,1,北仙台レディースクリニック,981-0913,仙台市青葉区昭和町4-6ロイヤルオフィス北仙台3階,月・火・木・金：9:00～12:30、14:00～19:00水・土：9:00～12:30,022-234-3541,,,,,
,medical-institution,publish,77700219,4,宮城,1,山田医院,982-0803,仙台市太白区金剛沢3-14-33,平日：9:00～18:00水・土：9:00～12:00,022-245-5711,,,,,
,medical-institution,publish,77700220,4,宮城,1,ささき産婦人科クリニック,987-2216,栗原市伊豆4-6-60,月・火・水・金：9:00～12:00、14:30～18:00木・土：9:00～12:00,0228-22-2412,https://sasakiob-gynclinic.com/,,,,
,medical-institution,publish,77700221,4,宮城,1,宮上クリニック,989-1622,柴田郡柴田町西船迫2丁目7-1,"月～土：8:30～12:30 月・水・金：14:00～17:30
火：15:00～17:30",0224-55-4103,http://miyagami.jp/,,,,
,medical-institution,publish,77700222,4,宮城,1,杜のレディースクリニック,980-0021,仙台市青葉区中央2丁目7-15  4階,平日：9:30～12:00、15:00～18:00土：9:30～12:00,022-711-2351,,,,,
,medical-institution,publish,77700223,4,宮城,1,笹森医院,980-0014,仙台市青葉区本町二丁目13-13,"月：9:00～10:00、14:30～18:00
火・水・金：9:00～13:00、14:30～18:00木・土：9:00～13:00",022-222-9081,http://www7a.biglobe.ne.jp/~sasamori-iinn/,,,,
,medical-institution,publish,77700224,4,宮城,1,青葉産婦人科医院,981-3135,仙台市泉区八乙女中央3丁目2-20,月・火・木・金・土：9:00～12:00、午後休診水：休診,022-373-9811,,,,,
,medical-institution,publish,77700225,4,宮城,1,仙台市急患センター,984-0806,仙台市若林区舟丁64-12,日曜・祝日：9:45～17:00,022-266-6561,http://www.sendai-emsf.jp/,◯,◯,,
,medical-institution,publish,77700226,4,宮城,1,佐々木悦子産科婦人科クリニック,982-0022,仙台市太白区鹿野本町11-21,平日：9:00～18:00（※水曜日は9:00～17:00）土曜：9:00～14:00,022-246-7310,http://etsuko-cl.jp/,,,,
,medical-institution,publish,77700227,4,宮城,1,はまざきウィメンズクリニック,983-0014,仙台市宮城野区高砂1-1-15  3階,月・火・木・金：9:30～18:00水・土：9:30～13:00,022-388-8321,https://www.hama3711.jp/,,,,
,medical-institution,publish,77700228,4,宮城,1,東北医科薬科大学病院,983-8536,仙台市宮城野区福室1-12-1,平日：8:30～17:00,022-259-1221,http://www.hosp.tohoku-mpu.ac.jp/,,,,
,medical-institution,publish,77700229,4,宮城,1,医療法人正悠会  八幡レディースクリニック,980-0871,仙台市青葉区八幡3丁目1-50,月・火・金：9:30～12:00、14:30～17:00水・土：9:00～11:30、14:00～16:00,022-217-7825,http://website2.infomity.net/8070000044/,,,,
,medical-institution,publish,77700230,4,宮城,1,みやぎ県南中核病院,989-1253,大河原町字西38番地1,24時間対応,0224-51-5500,https://www.southmiyagi-mc.jp/,◯,◯,,
,medical-institution,publish,77700231,4,宮城,1,T’ｓレディースクリニック,984-0032,仙台市若林区荒井3-26-1,"月・火・金：9:00～11:30、14:00～17:30木：9:00～11:30
土：9:00～13:30",022-288-1103,https://www.tslc.jp/,,,,
,medical-institution,publish,77700232,4,宮城,1,わたなべ産婦人科  内科・小児科,987-1304,大崎市松山千石字松山440,月・火・木・金：8:30～11:30，14:00～17:00土：8:30～11:30,0229-55-3535,http://w-keyaki.clinic/,,,,
,medical-institution,publish,77700233,4,宮城,1,森産婦人科医院,988-0083,気仙沼市入沢4-5,平日：9:00～17:00土曜：9:00～12:00,0226-22-6808,,,,,
,medical-institution,publish,77700234,4,宮城,1,いけの医院,985-0004,塩釜市藤倉三丁目17-5,月・火・木：9:00～12:00、14:30～18:00水・土：9:00～12:00、14:30～17:00,022-367-1110,http://www.ikeno-clinic.com/,,,,
,medical-institution,publish,77700235,4,宮城,1,独立行政法人労働者健康安全機構  東北労災病院,981-8563,仙台市青葉区台原四丁目3番21号,平日：8:15～17:00,022-275-1111,https://www.tohokuh.johas.go.jp/,,,,
,medical-institution,publish,77700236,4,宮城,1,南三陸病院,986-0725,本吉郡南三陸町志津川字沼田14番地3,金：13:20～15:30,0226-46-3646,,,,,
,medical-institution,publish,77700237,4,宮城,1,上杉・五十嵐産婦人科医院,980-0011,仙台市青葉区上杉5-6-22,"月・火・木・金：9:00～18:00土：9:00～13:00
水・日・祝日：休診",022-261-3231,http://www.kamisugi-igarashi-clinic.com/,,,,
,medical-institution,publish,77700238,4,宮城,1,鬼怒川産婦人科女性内科医院,980-0004,仙台市青葉区小田原6丁目6-1,"平日：9:00～18:00土曜：9:00～13:00
（日曜祝日木曜は休診のため不可）",022-227-2205,http://www.kinugawasanfujinka.jp/,,,,
,medical-institution,publish,77700239,4,宮城,1,登米市立登米市民病院,987-0511,登米市迫町佐沼字下田中25,水・木：9:00～11:00、13:30～14:30,0220-22-5511,https://www.city.tome.miyagi.jp/iryou/tomehp/,,,,
,medical-institution,publish,77700240,4,宮城,1,同済病院,981-1522,角田市佐倉字上土浮2番地,月火木金：9:00～15:00,0224-63-0360,無,,,,
,medical-institution,publish,77700241,4,宮城,1,医療法人五葉会  山本クリニック,989-2432,岩沼市中央1丁目3-12,"平日：9:00～17:30土曜：9:00～12:30
（木曜・日曜・祝日は休診）","0223-22-2630（代表）
0223-22-2773（産婦人科直通）",http://www.yamamoto-gni.jp/,,,,
,medical-institution,publish,77700242,4,宮城,1,医療法人公孫樹会□大里胃腸科内科婦人科医院,988-0043,気仙沼市南郷2-2,"月～木：9:00～12:00、14:00～17:00
（最終受付は終了30分前）",0226-23-7802,https://osato-clinic.com/,,,,
,medical-institution,publish,77700243,4,宮城,1,公立刈田綜合病院,989-0231,白石市福岡蔵本字下原沖36番地,平日：8:30～17:00,0224-25-2145,https://www.katta-hosp.jp,,,,
,medical-institution,publish,77700244,4,宮城,1,わんや産婦人科医院,989-6161,大崎市古川駅南三丁目11-2,"月・火・水・金：8：45～12：00、14：30～18：00木：8：45～12：00、14：30～17：30
土：8：45～13：00",0229-21-0303,http://www.wanya.co.jp/,,,,
,medical-institution,publish,77700245,5,秋田,1,大館市立総合病院,017-8550,大館市豊町3-1,24時間,0186-42-5370,http://www.odate-hp.odate.akita.jp/,◯,◯,,
,medical-institution,publish,77700246,5,秋田,1,かづの厚生病院,018-5201,鹿角市花輪字向畑18,月・水・木・金曜：8:30-12:00,0186-23-2111,http://www.hspkazuno.kazuno.akita.jp/,,,,
,medical-institution,publish,77700247,5,秋田,1,能代厚生医療センター,016-0014,能代市落合字上前田地内,平日：8:00-17:00,0185-52-3111,http://www.yamamoto-hosp.noshiro.akita.jp/,,,,
,medical-institution,publish,77700248,5,秋田,1,ＪＣＨＯ秋田病院,016-0851,能代市緑町5-22,平日：8:30-17:15,0185-52-3271,https://akita.jcho.go.jp/,,,,
,medical-institution,publish,77700249,5,秋田,1,石塚医院,017-0828,大館市向町23,"月・火・木・金曜：8:30-12:00、14:00-18:00
水・土曜：8:30-12:00",0186-42-2020,―,,,,
,medical-institution,publish,77700250,5,秋田,1,成田産婦人科医院,016-0832,能代市南元町1-17,"月・火・水・金曜：9:00-18:00
木・土曜：9:00-12:00",0185-52-3317,http://userweb.alles.or.jp/nariko/iin/index.html,,,,
,medical-institution,publish,77700251,5,秋田,1,"いけがみレディースクリ
ニック",018-5201,鹿角市花輪字合ノ野245-7,"月・火・木・金曜：9:00-12:00、14:00-18:00
水・土曜：9:00-12:00",0186-30-0111,https://ikegami-lc.com/,,,,
,medical-institution,publish,77700252,5,秋田,1,"たかはしレディースクリ
ニック",016-0864,能代市字鳥小屋59-23,"月・火・木・金曜：9:00-18:00
水・土曜：9:00-12:30",0185-55-0033,―,,,,
,medical-institution,publish,77700253,5,秋田,1,市立秋田総合病院,010-0933,秋田市川元松丘町4-30,24時間,018-823-4171,http://akita-city-hospital.jp/,◯,◯,,
,medical-institution,publish,77700254,5,秋田,1,秋田厚生医療センター,011-0948,秋田市飯島西袋1-1-1,24時間,018-880-3000,http://www.akikumihsp.com/,◯,◯,,
,medical-institution,publish,77700255,5,秋田,1,秋田大学医学部付属病院,010-8543,秋田市広面蓮沼44番2,24時間,018-834-1111,http://www.hos.akita-u.ac.jp/index.html,◯,◯,,
,medical-institution,publish,77700256,5,秋田,1,"みゆきレディースクリニッ
ク",010-0001,秋田市中通二丁目1-35,"平日：9:00-17:30
土曜：9:00-13:30",018-884-7088,―,,,,
,medical-institution,publish,77700257,5,秋田,1,藤盛レディーズクリニック,010-8506,秋田市東通仲町4-1アルヴェ4F,"月・火・水・金曜：9:00-12:00、14:30-16:00水・土曜：9:00-12:00
※来院前にできるだけ予約をお願いします。",018-884-3939,http://www.e-alve.com/floor/111,,,,
,medical-institution,publish,77700258,5,秋田,1,はりう産婦人科内科クリニック,010-0041,秋田市広面近藤堰添49−1,"月・火・水曜：9:30-18:00金曜：9:30-19:30
土曜：9:30-13:00",018-832-6663,―,,,,
,medical-institution,publish,77700259,5,秋田,1,清水産婦人科クリニック,010-0041,秋田市広面字糠塚116-1,"月・火・水・金曜：9:00-18:00木曜：9:00-12:00
土曜：9:00-13:00",018-893-5655,http://www.shimizu-ac.jp/,,,,
,medical-institution,publish,77700260,5,秋田,1,川原医院,010-0851,秋田市手形字山崎194-1,"月・火・水・金曜：8:30-12:00、14:30-18:30木曜：8:30-12:00
土曜：8:30-12:00",018-833-4868,―,,,,
,medical-institution,publish,77700261,5,秋田,1,山王レディースクリニック,010-0953,秋田市山王中園町10-35,"月・火・水・金曜：9:00-12:00、14:30-18:00木曜：9:00-12:00
土曜：9:00-13:00",018-862-2110,http://sannoladies-cl.com/,,,,
,medical-institution,publish,77700262,5,秋田,1,御野場たなかレディースクリニック,010-1427,秋田市仁井田新田2-14-21,"月・火・木・金曜：9:00-12:00、15:00-18:00水曜：9:00-12:00
土曜：9:00-13:00",018-874-8100,http://onoba-lc.com/,,,,
,medical-institution,publish,77700263,5,秋田,1,並木クリニック,011-0902,秋田市寺内堂ノ沢一丁目7番28号,"月・火・水・金曜：9:00-17:00
木・土曜日：9:00-12:00",018-846-1231,http://www.namiki-clinic.jp/,,,,
,medical-institution,publish,77700264,5,秋田,1,土崎レディースクリニック,011-0943,秋田市土崎港南3-5-5,"月・火・木・金曜：8:45-12:00、14:00-17:45
水・土曜：8:45-12:00",018-880-1565,https://tsuchizaki-lc.jp/,,,,
,medical-institution,publish,77700265,5,秋田,1,"あきたレディースクリニッ
ク安田",011-0946,秋田市土崎港中央5丁目3-37,"平日：8:30-18:00
土曜日：8:30-15:30",018-857-4055,https://yasuda-lc.jp/,,,,
,medical-institution,publish,77700266,5,秋田,1,かおりレディスクリニック,010-0971,秋田市八橋三和町5-2,火・水・木・金・土曜：9:00-12:00、14:00-18:00,018-866-8352,http://www.kaori-lc.com/,,,,
,medical-institution,publish,77700267,5,秋田,1,由利組合総合病院,015-8511,由利本荘市川口家後38,平日9:00-17:00,0184-27-1200,http://www.yuri-hospital.honjo.akita.jp/,,,,
,medical-institution,publish,77700268,5,秋田,1,佐藤病院,015-8555,由利本荘市小人町117-3,"月・火・水・金曜：8:30-11:00、13:00-16:00
木・土曜：8:30-11:00",0184-22-6555,http://www.satohospital.jp/,,,,
,medical-institution,publish,77700269,5,秋田,1,しぶやこまちクリニック,015-0836,由利本荘市赤沼下434-1,"月・火・木・金曜：8:30-17:00
水・土曜：8:30-12:00",0184-24-0030,―,,,,
,medical-institution,publish,77700270,5,秋田,1,佐々木産婦人科医院,015-0874,由利本荘市給人町37-1,"月・火・水・金曜：9:00-12:30、14:00-18:30木曜：9:00-12:30
土曜：9:00-12:30、14:00-17:30",0184-22-2358,http://ssk1984.byoinnavi.jp/pc/,,,,
,medical-institution,publish,77700271,5,秋田,1,大曲母子医院,014-0014,大仙市福住町8-18,"月・火・木・金曜：9:00-12:00、14:00-18:00水曜：9:00-12:00
土曜：9:00-12:00、14:00-15:00",0187-63-2288,―,,,,
,medical-institution,publish,77700272,5,秋田,1,田口医院,014-0026,大仙市大曲丸の内町10-25,"月・火・木・金曜：8:45-12:00、14:00-17:00
水・土曜：8:45-12:00",0187-63-1380,―,,,,
,medical-institution,publish,77700273,5,秋田,1,佐藤レディースクリニック,014-0044,大仙市戸蒔字谷地添106-1,"月・水・金曜：8:30-18:00
火・木・土曜：8:30-12:00",0187-86-0311,http://www9.plala.or.jp/slcweb/,,,,
,medical-institution,publish,77700274,5,秋田,1,くしま産婦人科医院,014-0012,大仙市幸町1-53,"月・火・水・金曜：9:00-12:00、14:00-17:30木曜：9:00-12:00
土曜：9:00-12:00、14:00-15:30",0187-88-8455,―,,,,
,medical-institution,publish,77700275,5,秋田,1,市立横手病院,013-8602,横手市根岸町5-31,24時間,0182-32-5001,http://www.yokote-mhp.jp/,◯,◯,,
,medical-institution,publish,77700276,5,秋田,1,平鹿総合病院,013-0042,横手市前郷字八ツ口3-1,24時間,0182-32-5121,http://www.hiraka-hp.yokote.akita.jp/,◯,◯,,
,medical-institution,publish,77700277,5,秋田,1,朝日ヶ丘レディースクリニック,013-0055,横手市朝日ヶ丘4-1-6,"平日：8:00-19:00土曜：8:00-12:00
日曜・祝日はメールで問合せ
asahigaokalc@gmail.com",0182-33-1531,http://www.myclinic.ne.jp/asahigaoka_l/pc/index.html,△,△,,
,medical-institution,publish,77700278,5,秋田,1,いそべレディスクリニック,013-0060,横手市条里1-1-21,"月・火・水・金曜：8:30-17:30
木・土曜：8:30-13:00",0182-35-5777,http://isobe-lc.byoinnavi.jp,,,,
,medical-institution,publish,77700279,5,秋田,1,雄物川クリニック,013-0205,横手市雄物川町今宿字棒突44-1,"月・火・木・金曜：9:00-17:30土曜：9:00-11:30
第２・４日曜：9:00-17:30",0182-22-5511,―,,,,
,medical-institution,publish,77700280,5,秋田,1,雄勝中央病院,012-0055,湯沢市山田字勇ヶ岡25,24時間,0183-73-5000,http://www.ogachi-hsp.jp/,◯,◯,,
,medical-institution,publish,77700281,5,秋田,1,池田産婦人科クリニック,012-0036,湯沢市字両神142-3,"月・火・水・金曜  8:30-16:30木曜：8:30-12:00
土曜：8:30-16:00",0183-73-0100,―,,,,
,medical-institution,publish,77700282,5,秋田,1,秋山クリニック,012-0827,湯沢市表町4丁目11-16,"月・水・金曜：8:30-12:00、13:30-16:00
火・木・土曜：8:30-12:00",0183-72-1735,https://akiyamac.net/,,,,
,medical-institution,publish,77700283,6,山形,1,医療法人横山厚生会横山病院,990-0031,山形市十日町3丁目6-48,"診療時間  9：00～12：00、15： 00～17：00
休診日は日曜日と火曜日の午後、
木曜日",023-622-3415,,,,,
,medical-institution,publish,77700284,6,山形,1,山形大学医学部附属病院,990-9585,山形市飯田西2-2-2,緊急性があれば２４時間対応,023-633-1122,http://www1.id.yamagata-u.ac.jp/MID,△,△,,
,medical-institution,publish,77700285,6,山形,1,天童市民病院,994-0047,天童市駅西五丁目2番1号,平日：8:30～16:00,023-654-2511,www.tendo-city-hospital.jp,,,,
,medical-institution,publish,77700286,6,山形,1,社会福祉法人恩賜財団済生会山,990-8545,山形市沖町79-1,"外来診療時間帯  8：50～17：00
（月～金）、8：50～12：30（第 1・3・5土）は外来に
その他の時間は救急外来へ",023-682-1111,http://www.ameria.org/,,,,
,medical-institution,publish,77700287,6,山形,1,山形県立河北病院,999-3511,河北町谷地字月山堂111,平日  8：30～17：15,0237-73-3131,https://www.kahoku-hospital.jp/,,,,
,medical-institution,publish,77700288,6,山形,1,公立高畠病院,992-0351,東置賜郡高畠町高畠386番地,"（平日）9：00‐11：30 ，14：00
‐15:30
（第2・4土曜日） 9:00‐11:30",0238-52-1500,http://www.takahatahospital.jp/,,,,
,medical-institution,publish,77700289,6,山形,1,公立置賜総合病院,992-0601,東置賜郡川西町大字西大塚2000,24時間,0238-46-5000,http://www.okitama-hp.or.jp/,◯,◯,,
,medical-institution,publish,77700290,6,山形,1,産婦人科・小児科三井病院,997-0857,鶴岡市美咲町28番1号,"月、火、水、金：9:00～18:30木、土：9:00～12:30
（上記以外の時間外対応も可）",0235-22-3290,http://mitsui-hospital.net/,,,,
,medical-institution,publish,77700291,6,山形,1,鶴岡市立荘内病院,997-8515,鶴岡市泉町4番10号,"平日8:30-17:15
※性犯罪等に関する場合は、別途対応可能",0235-26-5111,https://www.shonai-hos.jp,,,,
,medical-institution,publish,77700292,6,山形,1,大沼産婦人科医院,990-0031,山形市十日町1-3-26,"平日9:00-12:00/14:00-18:00
土曜日９:00-12:00/14:00-16:00
休診：日曜祝祭日、水曜午後",023-622-0243,https://itp.ne.jp/info/0640441450000,,,,
,medical-institution,publish,77700293,6,山形,1,医療法人社団博誠会原田医院,999-3144,上山市石崎2-1-8,平日9:00-17:30水曜9:00-12:30土曜9:00-16:00,023-672-1028,,,,,
,medical-institution,publish,77700294,6,山形,1,羽根田産婦人科クリニック,990-2414,山形市寿町19-1,"平日9:00-18:00
木曜・土曜：9:00-12:00",023-622-3507,http://e-haneda.jp/,,,,
,medical-institution,publish,77700295,6,山形,1,すまいるレディースクリニック,991-0041,寒河江市大字寒河江字月越5-2,平日9：00-17：30土曜9：00-17：30,0237-86-3215,http://www.smile-lc.jp/,,,,
,medical-institution,publish,77700296,6,山形,1,国井クリニック,991-0065,寒河江市大字中郷1450-1,診療時間内が望ましいが、時間内・深夜も対応可,0237-84-4103,http://www.kunii-c.jp/,,,,
,medical-institution,publish,77700297,6,山形,1,セントラルクリニック,990-2451,山形市吉原3丁目10番17号,平日9:00-12:00 15:00-18:00水、 土曜9:00-12:20,023-647-3837,,,,,
,medical-institution,publish,77700298,6,山形,1,さとうウィメンズクリニック,994-0081,天童市南小畑4-1-1,平日  9：00  〜  17：30土曜  9：00  〜  11：30,023-652-1117,http://www.satowomens.com/,,,,
,medical-institution,publish,77700299,6,山形,1,さとこ女性クリニック,990-0892,山形市中野4103,"平日9時-17時
木、土9時―12時半",023-687-0213,http://www.satoko-clinic.info,,,,
,medical-institution,publish,77700300,6,山形,1,あかねヶ丘高橋レディースクリニック,990-2482,山形市久保田2-16-14,月火木金：8:30～18:00水、土8:30～13:00,023-673-0123,http://www.yamagata-atlc.jp,,,,
,medical-institution,publish,77700301,6,山形,1,（医）三條医院,996-0084,新庄市大手町5-11,"月,火：9:00～17:00水9:00～20:00
金9:00-17:00
土9：00～12：00   1,3,5日曜9：00～12：00",0233-22-4053,,△,,,
,medical-institution,publish,77700302,6,山形,1,本間医院,998-0025,酒田市南千日町10-48,"平日9:00-12:00 14:00-18:00
（火曜日のみ10:00-12:00,14:00- 18:00）
土曜9:00-12:00",0234-22-1093,,,,,
,medical-institution,publish,77700303,6,山形,1,たんぽぽクリニック,997-0824,鶴岡市日坂字鳥居上43-1,"平日9:00-12:30,15:00-18:30 第1,3,5土曜9:00-12:00,15:00- 17:30
第2,4土曜9:00-12:00,PM休診",0235-25-6000,http://tanpopo-c.or.jp/,,,,
,medical-institution,publish,77700304,6,山形,1,医療法人  小川医院,999-2241,南陽市郡山1082-10,"平日（木曜日をのぞく）9:00-18:00
土曜日9:00-14:30",0238-43-2055,https://byoinnavi.jp/clinic/105336,,,,
,medical-institution,publish,77700305,6,山形,1,産科・婦人科さくらクリニック,992-0042,米沢市塩井町塩野1495-5,平日9:00-18:00 水、土9:00-12:30,0238-26-1087,http://www.sa-ku-ra-clinic.com/,,,,
,medical-institution,publish,77700306,6,山形,1,医療法人社団ゆめクリニック,992-0026,米沢市東3-9-3,月火木金9:30-12:00 14:00-18:00水土9:30-12:00,0238-26-1537,www.yumeclinic.com,,,,
,medical-institution,publish,77700307,6,山形,1,産科  婦人科  島貫医院,992-0045,米沢市中央2-5-12,月火金土：9:30-18:00日：9:30-12:30,0238-23-1776,https://www.shimanuki-clinic.jp,,,,
,medical-institution,publish,77700308,6,山形,1,こまがた医院,992-0057,米沢市成島町3丁目2-127-12,"金土日9:30-18:00
第2,4火水9:30-13:00",0238-27-0303,www.komagatacl.com,,,,
,medical-institution,publish,77700309,6,山形,1,すこやかレディースクリニック,997-0801,鶴岡市東原町19-27,"9:30-12:30 15:30-18:00
（水曜、日曜、祝日は除く）",0235-22-8418,http://www.sukoyaka.net,,,,
,medical-institution,publish,77700310,6,山形,1,丸岡医院,998-0841,酒田市松原南15-1,"月8:30-17:30
水金10:00-17:30木土8:30-12:30",0234-23-8166,http://www.maruoka.or.jp,,,,
,medical-institution,publish,77700311,6,山形,1,川越医院,990-0046,山形市大手町9-25,"平日8：45-12：00、14：00-17：30
土曜日8：45-12：00",023-641-6467,http://kawagoeiin.com/,,,,
,medical-institution,publish,77700312,6,山形,1,医療法人真理子レディースクリニック,990-0032,山形市小姓町6-35,"月火水金8:30-12:00 14:00-17:00木8:30-11:00
土8:00-11:00",023-632-0666,http://www.mariko-ladiesclinic.com,,,,
,medical-institution,publish,77700313,7,福島,1,明治病院,960-8102,福島市北町2番40号,平日  8:30-12:00  14:00-18:00  土  8:30-12:00  14:00-16:00,024-521-0805,http://meiji.or.jp/,,,,
,medical-institution,publish,77700314,7,福島,1,福島西部病院,960-8071,福島市東中央三丁目15番地,月・火・木・金・土  9:00-12:00  水  9:00-12:00  14:00-16:00,024-533-2121,https://www.keiai-kai.or.jp,,,,
,medical-institution,publish,77700315,7,福島,1,福島総合病院,960-1101,福島市大森字下原田25番地,平日  8:30～11:30  土曜(第2.4.5)  8:30-11:30,024-544-5171,http://www.saisei.ecnet.jp/,,,,
,medical-institution,publish,77700316,7,福島,1,大原綜合病院,960-8611,福島市上町6番1号,24時間  年中無休,024-526-0300,http://www.ohara-hp.or.jp,◯,◯,,
,medical-institution,publish,77700317,7,福島,1,菅野産婦人科医院,960-8157,福島市蓬莱町2-1-11,月.火.水.金  9:00～18:00  木.土  9:00-12:00,024-548-2525,,,,,
,medical-institution,publish,77700318,7,福島,1,二瓶産婦人科医院,960-0101,福島市瀬上町字明光町23-1,平日  9:00-18:00  木曜  9:00-12:00  土曜  9:00-17:00,024-554-2323,,,,,
,medical-institution,publish,77700319,7,福島,1,本田クリニック産科婦人科,960-1101,福島市大森字赤沢97-6,24時間,024-545-3500,http://www.honcli.or.jp/,◯,◯,,
,medical-institution,publish,77700320,7,福島,1,いちかわクリニック,960-0112,福島市南矢野目字鼓田6-1,平日(月～金)  8:30-11:30  土曜  8:30-11:30  □平日(月.火.木.金)  13:00-17:30,024-554-0303,http://ichikawacl.com/,,,,
,medical-institution,publish,77700321,7,福島,1,ABCクリニック新妻産婦人科,960-8032,福島市陣場町9-18,24時間,024-533-1103,,◯,◯,,
,medical-institution,publish,77700322,7,福島,1,西口クリニック婦人科,960-8053,福島市三河南町10-5,月.土  9:30～16:00  火～金  9:30-19:00,024-525-6388,,,,,
,medical-institution,publish,77700323,7,福島,1,大川レディースクリニック,960-8152,福島市鳥谷野字天神3-11,月.火.木.金  9:30～19:00  水.土  9:30-13:00,024-545-8883,https://www.okawa-ladies.com/,,,,
,medical-institution,publish,77700324,7,福島,1,やざわみほこレディースクリニック,960-8003,福島市森合字高野1-23,平日(月.火.木.金)  9:00～18:00  水.土  9:00-12:30  □(日曜.祝日 休み),024-573-5881,,,,,
