"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","website","available_date"
"77700313","明治病院","960-8102","福島県","福島市","福島市北町2番40号","07201","024-521-0805","http://meiji.or.jp/","平日  8:30-12:00  14:00-18:00  土  8:30-12:00  14:00-16:00"
"77700314","福島西部病院","960-8071","福島県","福島市","福島市東中央三丁目15番地","07201","024-533-2121","https://www.keiai-kai.or.jp","月・火・木・金・土  9:00-12:00  水  9:00-12:00  14:00-16:00"
"77700315","福島総合病院","960-1101","福島県","福島市","福島市大森字下原田25番地","07201","024-544-5171","http://www.saisei.ecnet.jp/","平日  8:30～11:30  土曜(第2.4.5)  8:30-11:30"
"77700316","大原綜合病院","960-8611","福島県","福島市","福島市上町6番1号","07201","024-526-0300","http://www.ohara-hp.or.jp","24時間  年中無休"
"77700317","菅野産婦人科医院","960-8157","福島県","福島市","福島市蓬莱町2-1-11","07201","024-548-2525","","月.火.水.金  9:00～18:00  木.土  9:00-12:00"
"77700318","二瓶産婦人科医院","960-0101","福島県","福島市","福島市瀬上町字明光町23-1","07201","024-554-2323","","平日  9:00-18:00  木曜  9:00-12:00  土曜  9:00-17:00"
"77700319","本田クリニック産科婦人科","960-1101","福島県","福島市","福島市大森字赤沢97-6","07201","024-545-3500","http://www.honcli.or.jp/","24時間"
"77700320","いちかわクリニック","960-0112","福島県","福島市","福島市南矢野目字鼓田6-1","07201","024-554-0303","http://ichikawacl.com/","平日(月～金)  8:30-11:30  土曜  8:30-11:30  □平日(月.火.木.金)  13:00-17:30"
"77700321","ABCクリニック新妻産婦人科","960-8032","福島県","福島市","福島市陣場町9-18","07201","024-533-1103","","24時間"
"77700322","西口クリニック婦人科","960-8053","福島県","福島市","福島市三河南町10-5","07201","024-525-6388","","月.土  9:30～16:00  火～金  9:30-19:00"
"77700323","大川レディースクリニック","960-8152","福島県","福島市","福島市鳥谷野字天神3-11","07201","024-545-8883","https://www.okawa-ladies.com/","月.火.木.金  9:30～19:00  水.土  9:30-13:00"
"77700324","やざわみほこレディースクリニック","960-8003","福島県","福島市","福島市森合字高野1-23","07201","024-573-5881","","平日(月.火.木.金)  9:00～18:00  水.土  9:00-12:30  □(日曜.祝日 休み)"
"77700325","本田レディスクリニック","964-0917","福島県","二本松市","二本松本町1-229","07210","0243-22-0301","","平日  9:00-18:00  土曜  9:00-16:00"
"77700326","土川産婦人科医院","964-0905","福島県","二本松市","二本松市松岡265-16","07210","0243-22-0035","","平日  8:30-18:30  土曜  8:30-16:30"
"77700327","渡辺医院","964-0876","福島県","二本松市","二本松市正法寺町186-1","07210","0243-62-3000","www.watanabe-fns.com","月.火.木.金  8:30-12:30  15:00-17:45  □水.土  8:30-12:30"
"77700328","二本松ウイメンズクリニック","964-0911","福島県","二本松市","二本松市亀谷1-275-4","07210","0243-24-1322","http://www.n-w-cl.jp/","平日  8:30-17:30  土曜  8:30-15:30"
"77700329","岡崎産婦人科","963-0107","福島県","郡山市","郡山市安積2-335","07203","024-945-8080","http://www.okazaki.or.jp","24時間"
"77700330","桜井産婦人科医院","963-8014","福島県","郡山市","郡山市虎丸町23-18","07203","024-932-1637","https://www.sakurai-cl.net/","月.火.水.金  9:00-11:00  13:30-16:30  木.土  9:00-11:00"
"77700331","塚原産婦人科内科外科医院","963-8025","福島県","郡山市","郡山市桑野2丁目34-12","07203","024-922-5789","","平日  9:00-19:00  土曜  9:00-18:00  □※日曜.祝日 問い合わせ不可"
"77700332","美術館通りクリニック","963-8806","福島県","郡山市","郡山市字下舘野23-4","07203","024-956-0303","","月.火.水.金  9:00-12:00  14:00-17:00  土  9:00-12:00"
"77700333","ロマリンダクリニック","963-8002","福島県","郡山市","郡山市駅前2-11-1","07203","024-924-1161","https://www.lomalinda-jp.com/","平日  10:00-17:00  土曜  10:00-13:00"
"77700334","小野レディスクリニック","963-0105","福島県","郡山市","郡山市安積町長久保3丁目10番3","07203","024-937-3755","","平日(月.火.水.金)  9:30-11:30  14:30-17:30  □土曜  9:30-11:30  14:30-15:30  (木は休診)"
"77700335","トータルヘルスクリニック","963-8841","福島県","郡山市","郡山市字山崎171","07203","024-927-0325","http://www.jihankai.jp/","月.火.木.土.第1日曜  9:30-14:00  15:00-18:00  □金  9:30-14:00"
"77700336","あべウイメンズクリニック","963-8071","福島県","郡山市","郡山市富久山町久保田字伊賀河原6-1","07203","024-923-4188","http://www.abe-wclinic.jp","平日(月～金)  8:30-18:30  (木)  8:30-12:30  □土曜  8:30-15:30"
"77700337","モミの木クリニック","963-0207","福島県","郡山市","郡山市鳴神1-1-1","07203","024-926-0131","http://www.mominoki-cl.jp","月.水.金  8:30-12:30  16:00-18:00  □土  8:30-12:30  14:00-18:00  □火.木  8:30-12:30  (日曜祝日 休診)"
"77700338","公立岩瀬病院","962-8503","福島県","須賀川市","須賀川市北町20","07207","0248-75-3111","http://www.iwase-hp.jp","24時間"
"77700339","小林医院","962-0838","福島県","須賀川市","須賀川市南町30-10","07207","0248-76-1565","","月.火.木.金.土  8:30-12:00  14:00-17:00  (祝日.水曜.日曜 休み)"
"77700340","清水産科婦人科クリニック","962-0034","福島県","須賀川市","須賀川市一里坦14番地の4","07207","0248-76-8555","","月.火  14:00-17:30  水.金.土  9:00-17:30"
"77700341","白河厚生総合病院","961-0005","福島県","白河市","白河市豊地上弥次郎2番地1","07205","0248-22-2211","http://www.shirakawa-kosei.jp/","平日  8:30-12:30  土曜(第2.4.5)  8:30-12:30"
"77700342","片倉医院  産科婦人科","961-0971","福島県","白河市","白河市昭和町1","07205","0248-23-2459","","月.火.水.金  9:00-18:00  木  9:00-12:30  土  9:00-16:00"
"77700343","円谷産婦人科医院","961-0957","福島県","白河市","白河市道場小路62-2","07205","0248-23-4030","http://sma.or.jp/cms/archives/1010","医師在宅時はいつでも対応可能"
"77700344","坂下厚生総合病院","969-6593","福島県","会津坂下町","河沼郡会津坂下町逆水50","07421","0242-83-3511","","平日  8:30-17:00  土曜  8:30-12:30  (第1.第3土曜休診)"
"77700345","なるせとみこレディースクリニック","965-0024","福島県","会津若松市","会津若松市白虎町66-1","07202","0242-37-7851","","月.火.木.金  9:00-17:30  水  9:00-12:30  土  9:00-15:00"
"77700346","あみウイメンズクリニック","965-0009","福島県","会津若松市","会津若松市八角町4-21","07202","0242-37-1456","http://ami-clinic.jp","月～金  9:30-12:00  15:00-17:45  水.土  9:30-12:00
(※初診の方は終了30分前まで)"
"77700347","常盤病院","972-8322","福島県","いわき市","いわき市常盤上湯長谷町上ノ台57","07204","0246-81-5522","","24時間365日"
"77700348","村岡産婦人科医院","971-8151","福島県","いわき市","いわき市小名浜岡小名4丁目7-1","07204","0246-92-4578","","平日  8:30-16:00  土  8:30-16:00  日  8:30-12:00"
"77700349","渡辺産科婦人科","972-8318","福島県","いわき市","いわき市常盤関船町二丁目7-1","07204","0246-42-4567","https://watanabe-oag.jimdo.com/","平日  9:00-12:00  14:00-18:00  土  9:00-12:30"
"77700350","かたよせクリニック産科・婦人科","972-8316","福島県","いわき市","いわき市常盤西郷町金山70-1","07204","0246-42-4135","http://katayose-clinic.com","月.火.木.金  9:00-11:30  14:30-17:30  土  9:00-12:30"
"77700351","月川レディースクリニック","970-8026","福島県","いわき市","いわき市字童子町2-6","07204","0246-35-3511","","平日  9:00-18:00  土曜  9:00-17:00  第1.第3日曜  9:00-12:00"
"77700352","渡辺婦人科・内科クリニック","974-8212","福島県","いわき市","いわき市東田町2丁目15-8","07204","0246-77-2772","","平日  9:00-18:00  土曜  9:00-17:00"
"77700353","いわき草木台総合クリニック","972-8301","福島県","いわき市","いわき市草木台5-1-5","07204","0246-28-1145","www.iwaki-kusakidai.jp","火～金  8:30-11:30  15:00-18:30  □土  8:30-11:30  15:00-17:30"
"77700354","いわき婦人科","973-8403","福島県","いわき市","いわき市内郷綴町大木下3-2","07204","0246-27-2885","http://www.iwaki-fu.or.jp/","平日  9:00-17:00  土曜  9:00-12:00"
"77700355","かしまレディースクリニック","971-8145","福島県","いわき市","いわき市鹿島町船戸字沼田13-1","07204","0246-58-8577","","平日(月.火.木.金)  9:00-18:00  (水)  9:00-12:00  □土曜  9:00-13:00"
"77700356","あべクリニック","979-0333","福島県","いわき市","いわき市久之浜町久之浜字九反坪11","07204","0246-79-0030","","平日(月.火.水.金)  9:00-11:00  14:00-17:00  □土曜  9:00-11:00"
"77700357","大町病院","975-0001","福島県","南相馬市","南相馬市原町区大町三丁目97番地","07212","0244-24-2333","http://www.ohmachi.jp","毎週火曜日.非常勤医師による診療  □9:00-16:00"
"77700358","あらき産婦人科クリニック","976-0036","福島県","相馬市","相馬市馬場野字山越55","07209","0244-35-0303","","月.火.水.金.土  9:00-17:00  木  9:00-12:00"
"77700359","菅野医院","979-2702","福島県","新地町","新地町谷地小屋字萩崎61-1","07561","0244-63-2388","http://kanno-clinic.jp/","月.火.水.金  9:00-18:00  木.土  9:00-12:00"
"77700360","つくばセントラル病院","300-1211","茨城県","牛久市","牛久市柏田町1589-3","08219","029-872-1771","http://www.central.or.jp/","月～土：受付午前８：００～１１：３０"
"77700361","ひたちなか母と子の病院","312-0056","茨城県","ひたちなか市","ひたちなか市青葉町19-7","08221","029-273-2888","https://www.hahatoko.com/","9:00～17:00(土曜は9:00～12:00)"
"77700362","加瀬病院","312-0033","茨城県","ひたちなか市","ひたちなか市市毛835","08221","029-273-2071","http://www.kasehp.jp/","随時"
"77700363","独立行政法人国立病院機構霞ヶ浦医療センター","300-0812","茨城県","土浦市","土浦市下高津2-7-14","08203","029-822-5050","http://kasumigaura.hosp.go.jp/","平日  8:30～18:00□土曜  9:00～13:00□日曜  9:00～13:00"
"77700364","医療法人  岩崎病院","310-0852","茨城県","水戸市","水戸市笠原町1664-2","08201","029-241-8700","https://iwasaki-hosp.com/","平日8：30-16：30"
"77700365","茨城県立中央病院","309-1793","茨城県","笠間市","笠間市鯉淵6528","08216","0296-77-1121","www.hospital.pref.ibaraki.jp","問い合わせは２４時間可能"
"77700366","江幡産婦人科・内科病院","301-0024","茨城県","龍ケ崎市","水戸市備前町4-11","08208","029-224-3223","http://www.ebata.or.jp/","平日  8：30-17：00  土曜  8：30-11：00"
"77700367","県北医療センター高萩協同病院","318-0004","茨城県","高萩市","高萩市上手綱上ヶ穂町1006-9","08214","0293-231122","http://takahagi-kyodo-hp.jp/","平日8:30-17:00"
"77700368","社会医療法人社団光仁会  総合守谷第一病院","302-0102","茨城県","守谷市","守谷市松前台1丁目17番地","08224","0297-45-5111","https://www.moriya.daiichi.or.jp/","24時間対応"
"77700369","医療法人慈愛会秋葉産婦人科病院","306-0013","茨城県","古河市","古河市東本町2-9-2","08204","0280-32-3335","http://www.akiba-hp.jp/","月・火・木・金  9：00～12：00/14：00～17：00    土9：00～14：00"
"77700370","社会医療法人  達生堂  城西病院","307-0001","茨城県","結城市","結城市大字結城10745-24","08207","0296-33-2111","http://www.josai-hp.com/","平日9：00～18：00  土曜9：00～13：00"
"77700371","総合病院  水戸協同病院","310-0015","茨城県","水戸市","水戸市宮町3丁目2番7号","08201","029-231-2371","http://www.mitokyodo-hp.jp/",""
"77700372","茨城西南医療センター病院","306-0433","茨城県","境町","猿島郡境町2190","08546","0280-87-8111","https://seinan-mch.or.jp/",""
"77700373","筑波学園病院","305-0854","茨城県","つくば市","つくば市  上横場2573-1","08220","029-836-1355","http://www.gakuen-hospital.or.jp","平日  9：00-17：00  土曜  9：00-12：30"
"77700374","東京医科大学茨城医療センター","300-0395","茨城県","阿見町","阿見町中央3-20-1","08443","029-887-1161","http://ksm.tokyo-med.ac.jp/",""
"77700375","友愛記念病院","306-0232","茨城県","古河市","古河市東牛谷707","08204","0280-97-3000","https://www.yuai-hosp-jp.org/",""
"77700376","さくらがわ地域医療センター","309-1246","茨城県","桜川市","桜川市高森1000","08231","0296-54-5100","http://www.sakuragawa-mc.jp","第1,2,4金曜 9:00～16:00  第3金曜 10:00～15:00"
"77700377","医療法人博郁会  椎名産婦人科","300-1234","茨城県","牛久市","牛久市中央5-12-20","08219","019-872-0799","yshiina.in.arena.ne.jp","月・火・木・金 9:00～12:00 15:00～17:00  土 9:00～12:00  日 9:00～10:30"
"77700378","前島レディースクリニック","305-0035","茨城県","つくば市","つくば市松代4-10-12","08220","029-859-0726","https://maejimaladiesclinic.org/","平日  9:30-12:00,14:00-17:00□土曜  9:30-13:00"
"77700379","なないろレディースクリニック","305-0054","茨城県","つくば市","つくば市西大沼636-10","08220","029-860-7716","http://www.nanairo.or.jp","平日9:00-18:00□土曜・水曜9:00-12:00"
"77700380","庄司クリニック","305-0873","茨城県","つくば市","つくば市中野158-1","08220","029-836-0405","","月，火，水，金，土，日（第2，第4）□AM9:00-11:30 PM14-17:00"
"77700381","医療法人静和会  池田医院","306-0433","茨城県","境町","猿島郡境町2174-100","08546","0280-87-0171","https://www.ikedaiin-sakai.com/","・月・火・木・金・土：8:30-11:30,15:15-18:00"
"77700382","船橋レディスクリニック","306-0126","茨城県","古河市","古河市諸川657-3","08204","0280-76-0386","http://www.funabashi-lc.jp","24時間対応可"
"77700383","医療法人  塚原医院","306-0101","茨城県","古河市","古河市尾崎3810-3","08204","0280-76-2323","","00  16：00-18：00□火曜  8：30-12：00□金曜  8：30-12：00  16：00-18：00□土曜  8：30"
"77700384","くぼたクリニック","313-0016","茨城県","常陸太田市","常陸太田市金井町3566","08212","0294-72-7811","なし","月曜日～土曜日  9:00～12:30"
"77700385","岩佐医院","319-3526","茨城県","大子町","大子町大子1828-7","08364","0295-72-0975","http://www.iwasa-clinic.com","月・水・金・土  9:00～12:00，14:00～18:00□火    14:00～18:00"
"77700386","岩間産婦人科","310-0053","茨城県","水戸市","水戸市末広町2-3-38","08201","029-221-6951","無","月・火・水・金  9:00～12：15，14：00～17：45土  9:00～12：15，14：00～15：45"
"77700387","（医）社団  植野産婦人科医院","310-0063","茨城県","水戸市","水戸市五軒町2-3-7","08201","029-221-2513","http://www.ueno-mc.or.jp/","月・火・水・金  8：30～17：00木・土  8：30～12：00"
"77700388","山縣産婦人科","310-0851","茨城県","水戸市","水戸市千波町371-4","08201","029-241-6121","http://www.yamagata-clinic.jp/","月・火・水・金・土  9:00～16：30"
"77700389","けやきクリニック","319-0133","茨城県","小美玉市","小美玉市張星503-3","08236","0299-36-7777","無","平日  9：00～18：00土  9：00～12：30"
"77700390","原レディスクリニック","312-0018","茨城県","ひたちなか市","ひたちなか市笹野町2-11-10","08221","029-276-9577","https://hara-ladies.jp/","月・木  9:00～18：00火・金・土  9:00～17：00"
"77700391","はやかわクリニック","312-0032","茨城県","ひたちなか市","ひたちなか市津田1952-1","08221","029-354-4114","無","月・水・木・金  9:00～16：30土  9:00～10：30"
"77700392","遠藤産婦人科医院","308-0005","茨城県","筑西市","筑西市中舘130-1","08227","0296-20-1000","http://www.endoclinic.or.jp/","9：00～17：30□場合により時間外も対応可"
"77700393","横瀬医院","300-4517","茨城県","筑西市","筑西市海老ヶ島962-2","08227","0296-52-0027","ありません","月曜、火曜、木曜、金曜、土曜いずれも9:00-12:00、15:00-19:00"
"77700394","医療法人社団海里会  池羽レディースクリニック","307-0001","茨城県","結城市","結城市結城10622-1","08207","0296-33-3465","http://www.ikeba-lc.net/","平日9：00-18：00（12：00-15：00は状況による）土曜9：00-12：00"
"77700395","医療法人慈聖会平間産婦人科医院","308-0021","茨城県","筑西市","筑西市甲95-5","08227","0296-22-3741","http://hirama-sanfujinka.jp/","月、火、水、金9：00～12：00、1400～1800  木、土9：00～12：00"
"77700396","つばさクリニック","311-3835","茨城県","行方市","行方市島並1511","08233","0299-72-2830","http://tsubasaclinic.com","平日9:00〜11:30、14:30〜17:30 土曜9:00〜11:30"
"77700397","大久保診療所","311-2424","茨城県","潮来市","潮来市潮来143-2","08223","0299-62-2506","https://www.okb-cl.com/","月・水・金9:00-13:00/15:00-18:00  
 火・土15:00 - 18:00"
"77700398","医療法人社団葉山産婦人科","314-0031","茨城県","鹿嶋市","鹿嶋市宮中1995-25","08222","0299-83-1515","http://www.hayamalc.jp","平日、土日祝日問わず９時から１７時までに要問合せ"
"77700399","髙橋医院","311-1504","茨城県","鉾田市","鉾田市安房1407-8","08234","0291-32-2301","https://www.takahashi-iin-hokota.jp","水・木：9:00～12:00，13:00～17:00
木・土：9:00～12:00
日曜日・国民の祝日は休診（対"
"77700400","柴田マタニティクリニック","300-0037","茨城県","土浦市","土浦市桜町4-13-20","08203","029-821-0154","","月，火，木，金  9:00-17:00
土               9:00-12:00"
"77700401","石川クリニック","300-0038","茨城県","土浦市","土浦市大町12-3","08203","029-821-2587","http://www17.plala.or.jp/i-clinicOBGYN/","月火水金8：30-12:00/14:30-18:00（木以外）
土曜  8:30-12:00/14:00-15:30
日曜（予約のみ）  8:30-11:30"
"77700402","中山産婦人科医院","300-0033","茨城県","土浦市","土浦市川口1-1-14","08203","029-822-3852","","月，火，木，金，土  9:00-11:30  14:00-17:00"
"77700403","鈴村医院","300-0038","茨城県","土浦市","土浦市大町8-7","08203","029-821-0174","","平日  9:30-11:30    14:00-17:30□（日曜，木曜，祝祭日は休診）"
"77700404","医療法人瀬尾医院","316-0004","茨城県","日立市","日立市東多賀町2-15-8","08202","0294-33-0763","http://www.seoiin.com","月～金  8：30-17：30□土       8：30-12：30"
"77700405","姫野産婦人科医院","317-0072","茨城県","日立市","日立市弁天町1-12-3","08202","0294-21-1080","","月・火・木・土□AM9：30～12：00迄"
"77700406","医療法人かもしたクリニック","316-0033","茨城県","日立市","立市中成沢町4-17-22□メゾンボヌ","08202","0294-28-6100","なし","月火水金  9：30～12：30□         15：00～18：00□木土  9：30～12：30"
"77700407","いがらしクリニック","301-0826","茨城県","龍ケ崎市","龍ケ崎市栄町4659-3","08208","0297-62-0936","https://igarashi-cl.com/","平日 9:00-12:00 14:00-17:00"
"77700408","鴻巣クリニック","301-0832","茨城県","龍ケ崎市","龍ケ崎市緑町200","08208","0297-61-0151","","月，水，金  9:00-11:30  15:00-17:30  火，土  9:00～11:30  木，日，祝日休診"
"77700409","医療法人昴会野村医院","301-0837","茨城県","龍ケ崎市","龍ケ崎市3316-2","08208","0297-62-6561","http://www.nomura-iin.com/","月，水  9:00-11:30"
"77700410","秋田医院","300-1511","茨城県","取手市","取手市椚木890","08217","0297-83-0341","","9:00-12:00 15:00-18:00  木曜日，日曜日，祝日休診"
"77700411","かんの産婦人科クリニック","300-1512","茨城県","取手市","取手市藤代1076","08217","0297-83-0321","http://kanno-sanfujinka.com/","平日  9:00-12:00（水曜日休診）"
"77700412","医療法人社団博郁会椎名産婦人科","300-1234","茨城県","牛久市","牛久市中央5-12-20","08219","029-872-0799","https://shiinasanfujinka.com/","月，火，木，金  9:00-12:00  15:00-17:00  土  9:00-12:00  日  9:00-10:30"
"77700413","はなみずきクリニック","300-1234","茨城県","牛久市","牛久市中央1-6-22","08219","029-871-1771","http://www.hanamizuki-clinic.com/","月火水金  8:30-13:00  16:00-19:00  
土  8:30-11:30  13:00-15:30 
日  8:30-11:30"
"77700414","お産の森いのちのもり産科婦人科篠崎医院","302-0116","茨城県","守谷市","守谷市大柏1067-1","08224","0297-44-6203","http://www.shinozaki-clinic.org","平日，土曜  9:00-17:00"
"77700415","松崎医院","306-0616","茨城県","坂東市","坂東市猫実1421","08228","0297-392-2011","","月・火・水・金・土  8:30-11:30，15:00-17:30□日  8:30-11:30"
"77700416","医療法人  宇津野医院","304-0068","茨城県","下妻市","下妻市下妻丁375-15","08210","0296-45-0311","https://utsuno-clinc.com","月，火，水，金：9:00-18:00□土：9:00-17:00"
"77700417","中岫産婦人科医院","304-0068","茨城県","下妻市","下妻市下妻丁148","08210","0296-44-2438","","平日  9:00-17:00□土曜  9:00-12:00"
"77700418","セントラル総合クリニック","300-1232","茨城県","牛久市","牛久市上柏田4-58-1","08219","029-875-3511","http://www.central.or.jp/sc/","月～土曜  午前外来（受付8:00-11:30）"
"77700419","石渡産婦人科病院","310-0041","茨城県","水戸市","水戸市上水戸1丁目4番21号","08201","029-221-2553","http://ishiwata-hospital.jp","月、火、水、金、土  9:00-17:00    木  9:00-11:00"
"77700420","高橋レディスクリニック","320-0021","栃木県","宇都宮市","宇都宮市東塙田1-5-1","09201","028-624-0130","https://www.takahashi-lc.or.jp/","平日9:00-12:00、15:00-17:00土9:00-12:00、15:00-16:00"
"77700421","宇都宮中央クリニック","320-0806","栃木県","宇都宮市","宇都宮市中央1-7-1","09201","028-636-1121","https://www.centralclinic.or.jp/","平日・土曜10:00-12:00、15:00-18:00"
"77700422","平尾産婦人科医院","320-0857","栃木県","宇都宮市","宇都宮市鶴田3-1-4","09201","028-648-5222","http://www.hirao.jp/","月水金8:30-12:00、14:00-17:30水土8:30-12:00、木14:00-17:30"
"77700423","かわつクリニック","320-0867","栃木県","宇都宮市","宇都宮市大寛2-2-26","09201","028-639-1118","http://www.hirao.jp/","月火水金9:00-12:30、15:00-18:00木土9:00-12:30"
"77700424","うえの医院","320-0867","栃木県","宇都宮市","宇都宮市大寛2-5-7","09201","028-636-8707","https://www.uenoiin.net/","月火木9:30-12:30、14:30-18:30
金9:30-12:30 土9:30-12:30、14:30- 17:30"
"77700425","アルテミス宇都宮クリニック","321-0118","栃木県","宇都宮市","宇都宮市インターパーク5-1-9","09201","028-655-5600","www.auc.med-apple.co.jp","平日9:00-18:00土9:00-17:00"
"77700426","こいけレディスクリニック","321-0139","栃木県","宇都宮市","宇都宮市若松原3-1-2","09201","028-688-3588","","月水金9:00-13:00、15:00-17:00火木土9:00-13:00"
"77700427","もちづき女性クリニック","321-0161","栃木県","宇都宮市","宇都宮市双葉1-2-1","09201","028-678-4165","https://mjcl.jp/","月火木金、9:30-12:30 15:00-18:30水土9:30-12:30"
"77700428","福泉医院","321-0924","栃木県","宇都宮市","宇都宮市下栗1-1-1","09201","028-639-1122","","平日土9:00-12:00、14:30-18:00木9:00-12:00"
"77700429","高橋あきら産婦人科","321-0941","栃木県","宇都宮市","宇都宮市東今泉2-2-16","09201","028-663-1103","","平日9:00-12:00、14:00-18:00
水午後休診  土9:00-12:00、14:00-16:00"
"77700430","かしわぶち産婦人科","321-0971","栃木県","宇都宮市","宇都宮市海道町70-8","09201","028-663-3715","https://www.babys-net.com/kasiwabuti/","平日土曜  8:00-24:00"
"77700431","済生会宇都宮病院","321-0974","栃木県","宇都宮市","宇都宮市竹林町911-1","09201","028-626-5500","https://www.saimiya.com/","平日9:00-17:30"
"77700432","ちかざわＬａｄｉｅｓ’クリニック","321-0982","栃木県","宇都宮市","宇都宮市城東1-2-5","09201","028-638-2380","https://mirai-med.org/","月水木金9:00-12:00、 15:00-17:30火土9:00-12:00"
"77700433","ゆめクリニック","321-3226","栃木県","宇都宮市","宇都宮市ゆいの杜3-14-6","09201","028-611-1881","https://www.utsunomiya-yumeclinic.jp/","平日、休日24時間対応可能"
"77700434","栃木産科婦人科医院","326-0047","栃木県","足利市","足利市錦町14番地","09202","0284-41-3378","","平日9:00-12:00、15:00-17:00木曜土曜9:00-12:00"
"77700435","浅岡医院","326-0052","栃木県","足利市","足利市相生町387","09202","0284-41-8188","https://www.asaokacl.jp/","月～木9:30-12:30、 15:00-18:00金土9:30-12:30"
"77700436","田村レディスクリニック","326-0067","栃木県","足利市","足利市江川町3-13-3","09202","0284-43-3006","https://tamura-ladies.com/","月火木金9:00-12:30 15:00-17:30水土9:00-12:30"
"77700437","かしま産婦人科","326-0844","栃木県","足利市","足利市鹿島町501-1","09202","0284-65-0341","http://www.kashimasanfujinka.jp/","平日9:00-11:30、15:00-17:00土9:00-11:30"
"77700438","本庄記念病院","326-0831","栃木県","足利市","足利市堀込町2859","09202","0284-73-1199","","平日9:00-18:00  火木を除く土曜9:00-12:00"
"77700439","高田産婦人科医院","328-0053","栃木県","栃木市","栃木市片柳町1-17-3","09203","0282-24-3211","","平日9:00-12:00、15:00-18:00
木  午後 、金  休診"
"77700440","おおひらレディスクリニック","329-4406","栃木県","栃木市","栃木市大平町下皆川753","09203","0282-43-8211","https://ohiraladys.com/","月水木土、9:00～17:00火金9:00-13:00"
"77700441","丸山レディースクリニック","327-0831","栃木県","佐野市","佐野市浅沼町804-3","09204","0283-22-0022","","月火水金、9:00-12:30 16:00-18:30
木土9:00-12:30  日、祝祭日休み"
"77700442","岡医院","327-0845","栃木県","佐野市","佐野市久保町110-1","09204","0283-23-9118","https://www.okasanfujinka.or.jp/","平日9:00-11:30、14:00-17:30木9:00-11:30
土9:00-11:30 14:00-16:30"
"77700443","城山公園すずきクリニック","327-0845","栃木県","佐野市","佐野市久保町263","09204","0283-22-0195","https://suzuki-obgy.com/","平日8:30-12:30、15:00-18:00木土曜8:30-12:30"
"77700444","小林産婦人科医院","322-0045","栃木県","鹿沼市","鹿沼市上殿町817-5","09205","0289-65-7788","https://www.kobayashi-sanfujinka-kanuma.com/med/","月～土午前9:00-12:00
月水金のみ午後15:00-18:00"
"77700445","大谷クリニック","322-0051","栃木県","鹿沼市","鹿沼市久保町1618","09205","0289-62-2549","http://www.oya-cl.jp/pc/","月水木金9:00-12:30、 15:00-18:00土9:00-12:30"
"77700446","大野医院","322-0066","栃木県","鹿沼市","鹿沼市上田町1915-4","09205","0289-65-3661","https://oono-lc.net/","平日9:00-17:00土9:00-12:00"
"77700447","亀森レディースクリニック","321-2345","栃木県","日光市","日光市木和田島3046-3","09206","0288-32-2203","http://www.kamemori.jp/","月水木金9:00-12:00、 15:00-18:00土9:00-12:00"
"77700448","かわなご女性クリニック","323-0022","栃木県","小山市","小山市駅東通り2-6-10","09208","0285-25-2101","https://kawanagoclinic.jp/","平日9:30-12:30、15:00-18:30土9:30-12:30、15:00-17:00"
"77700449","やまなかレディースクリニック","323-0028","栃木県","小山市","小山市若木町2-11-20","09208","0285-37-8020","http://www.yamanaka-lc.com/","月～土9:00-12:00、 15:00-17:30
水9:00-12:00  午後休診"
"77700450","樹レディスクリニック","323-0034","栃木県","小山市","小山市神鳥谷5-18-15","09208","0285-20-5505","http://itsuki-lc.jp/","午前9:00-12:30、午後15:00-18:00
水、土は午前のみ日祝は休診"
"77700451","芳賀赤十字病院","321-4308","栃木県","真岡市","真岡市中郷271","09209","0285-82-2195","https://www.haga.jrc.or.jp/","平日8:30-16:50
土(第1.3)8:30-12:00"
"77700452","岡田・小松崎クリニック","321-4333","栃木県","真岡市","真岡市大谷本町7-17","09209","0285-84-1941","","月火水金9:00-12:00、14:00-18:00
木9:00-12:00 土9:00-12:00 14:00-16:00"
"77700453","きうち産婦人科医院","329-2145","栃木県","矢板市","矢板市富田548-1","09211","0287-43-5600","https://www.kmc.med-apple.co.jp/wp/","平日9:00-12:00、15:00-18:00土9:00-12:00、15:00-17:00"
"77700454","藤田産婦人科医院","325-0055","栃木県","那須塩原市","那須塩原市宮町5-19","09213","0287-62-0115","","月火水金9:00-12:30、14:30-18:00
木土9:00-12:30 日祭日は休診"
"77700455","石塚産婦人科","329-2752","栃木県","那須塩原市","那須塩原市三島2-14-9","09213","0287-36-6231","https://www.ishizuka.or.jp/","月火木金9:00-12:00、14:30-17:00
水土9:00-12:00 日祭日は休診"
"77700456","国際医療福祉大学病院","329-2763","栃木県","那須塩原市","那須塩原市井口537-3","09213","0287-37-2221","https://hospital.iuhw.ac.jp/","平日8:30-17:00土8:30-17:00"
"77700457","さくら産院","329-1311","栃木県","さくら市","さくら市氏家2190-5","09214","028-682-3000","https://www.sakura-sanin.or.jp/","原則診療時間内対応
緊急性に応じて夜間休日も対応"
"77700458","森島医院","329-1312","栃木県","さくら市","さくら市櫻野1308","09214","028-682-2116","http://www.morishima-iin.com/","月火水金9:00-18:00
土9:00-17:00 木9:00-12:00"
