post_type,post_status,post_id,renban,todohuken_no,tax_todofuken,post_title,custom_postalcode,custom_address_city,custom_address,custom_phone,custom_fax,custom_openinghours,tax_is_emergency_contact,custom_emergency_contact_phone,pharmacist_name
,,,,,鹿児島県,元島薬局,895-1402,薩摩川内市入来町浦之名７４６４,0996-44-2077,0996-44-2077,月～金8:00～19:00土8:00～18:00,有,0996-44-2077,1,元島　愛一郎
,,,,,鹿児島県,さし薬局,895-1802,薩摩郡さつま町田原147-6,0996-21-3610,0996-24-0134,月・水・金8：30～18：30　火・木8:30～17:00　土8：30～13：00,無,,1,下牛尾　修
,,,,,鹿児島県,うさぎ薬局,895-1803,薩摩郡さつま町宮之城屋地1531-5,0996-52-4116,0996-52-4117,月、金9：00～18：30.   火~木9：00～18：00      土9：00～13：00,有,090-8288-4116,2,三浦　英一、榊　悠希
,,,,,鹿児島県,タバタ薬局宮之城店,895-1803,薩摩郡さつま町宮之城屋地1461-4,0996-21-3344,0996-21-3345,月～金9:00～18:00　土8:30～13:00,有,0996-21-3344,1,別府　俊一
,,,,,鹿児島県,ｍｙ薬局さつま,895-1804,薩摩郡さつま町船木２３２３－１,0996-29-3100,0996-29-3101,月～金8:30～17:30,有,0996-29-3100,2,岩本　光照、中園　聡子
,,,,,鹿児島県,ふなき薬局,895-1804,薩摩郡さつま町船木50-3,0996-29--3281,0996-29-3282,月～金9：00～17：00　土9：00～12：00（ただし、第2・第4土曜日：休業）,無,,1,安藤　卓
,,,,,鹿児島県,かぐや姫薬局,895-1813,薩摩郡さつま町轟町３９－１０,0996-29-3301,0996-29-3302,月～金9:00～17:30土9:00～12:30,無,,1,長岡　恵理香
,,,,,鹿児島県,ひなた薬局,895-1813,薩摩郡さつま町轟町１８－１４,0996-21-3399,0996-21-3421,月～水・金8:30～18:00土8:30～16:00,有,090-4475-9689,1,立和名　典代
,,,,,鹿児島県,青空薬局,895-2104,薩摩郡さつま町柏原２８２０,0996-52-0101,0996-52-0102,月～金8:30～17:30土8:30～12:30,有,0996-52-0101,4,内ノ倉　久美子、猪野　三和、寺地　拓哉、岩元　暢秀
,,,,,鹿児島県,菱刈薬局,895-2705,伊佐市菱刈重留１１４６,0995-26-5931,0995-26-5932,月～金8:30～19:00土8:30～17:00,有,090-8396-0096,1,山元　拓也
,,,,,鹿児島県,有限会社保険調剤つばさ薬局串木野,896-0002,いちき串木野市春日町５－２,0996-33-0900,0996-33-0902,月～金 9:00～18:00土9:00～16:00,有,0996-33-0900,2,下田　健一、下田　しおり
,,,,,鹿児島県,とまと薬局串木野店,896-0014,いちき串木野市元町１５５,0996-32-2270,0996-32-2761,月～金9:00～18:00土9:00～13:00,有,0996-32-2270,1,北村　亮太
,,,,,鹿児島県,海浜薬局,897-0001,南さつま市加世田村原４－６－２,0993-76-8115,0993-76-8125,月～金8:30～18:00土8:30～13:00,有,"0993-76-8115
(携帯電話に転送)",3,東中川　雅史、金田　佐知子、上迫　さゆり
,,,,,鹿児島県,村原薬局,897-0001,南さつま市加世田村原１－７－８,0993-58-2115,0993-58-2116,月～金8:30～18:30土8:30～13:30,有,090-1928-8931,3,田中　郁子、上野　生久子、東中川　麻美
,,,,,鹿児島県,南さつまマリンバ薬局,897-0001,南さつま市加世田村原4丁目14-1,0993-52-0660,0993-52-0661,月～金 8：30～18：00土 8：30～12：30,有,0993-52-0660,1,濵上 和奈
,,,,,鹿児島県,クローバー薬局,897-0006,南さつま市加世田本町22-8 NTTビル1F,0993-76-0076,0993-76-0085,月火水金9:00〜18:30  木9:00〜17:00  土9:00〜17:30,有,090-5482-9141,1,中山　浩志
,,,,,鹿児島県,さつき薬局,897-0006,南さつま市加世田地頭所５６８,0993-52-4193,0993-52-4191,月～金8:30～18:30土8:30～12:30,有,090-8663-6513,2,小田原　一弘、木佐貫　公子
,,,,,鹿児島県,ハラダ薬局,897-0006,南さつま市加世田本町１７－１　大東ビル１０２,0993-53-6992,0993-53-6993,月～金8:30～18:30土8:30～18:00,有,090-1194-6992,1,原田　町子
,,,,,鹿児島県,いろは薬局,897-0031,南さつま市加世田東本町９－３,0993-58-2323,0993-58-2320,月～金9:00～18:00土9:00～15:00日･祝日休み,有,090-2096-0927,2,井上　正英、井上　聖奈
,,,,,鹿児島県,加世田しんあい薬局,897-0031,南さつま市加世田東本町９－１,0993-52-6070,0993-52-6071,月～金8:30～18:30土8:30～16:30,有,0993-52-6070,2,今村　智志、向江　文也
,,,,,鹿児島県,有限会社武田調剤薬局,897-0031,南さつま市加世田東本町３２－１４,0993-58-2077,0993-58-2079,月～金8:30～18:00土8:30～12:00,有,090-8415-2077,2,水川　順一郎、四元　武士
,,,,,鹿児島県,ほんまち薬局,897-0031,南さつま市加世田東本町14-19,0993-52-1012,0993-5-21018,月・火 8:30～18:00水 8:30～16:30木～土 8:30～18:00,有,0993-52-1012,2,有賀　亜由美、有賀　弘幸
,,,,,鹿児島県,川辺調剤薬局,897-0211,南九州市川辺町両添大正田１２０９－１,0993-56-4611,0993-56-4624,月～木8:45～19:30金8:45～18:30土8:45～15:30,有,090-6426-3656,3,赤池　剛、河野　貴利、向江　早彩
,,,,,鹿児島県,しんまち薬局,897-0221,南九州市川辺町田部田３９６８－１,0993-56-1558,0993-56-1027,月～金8:30～19:00土8:30～16:00日・祝9:00～13:00,有,0993-56-1558(転送),4,上野　泰弘、土師　正稔、上村　秀昌、上野  直美
,,,,,鹿児島県,かもめ薬局,898-0004,枕崎市港町117,0993-58-1130,0993-72-0660,月〜金9:00〜19:00　土9:00〜13:30,有,0993-58-1130,2,長野　佑基、湯地　亮介
,,,,,鹿児島県,かもめ薬局,898-0004,枕崎市港町１１７,0993－58－1130,0993－72－0660,月～金9:00～19:00土9:00～13:30,有,0993-58-1130（転送電話に転送される）,2,長野　佑基、湯地　亮介
,,,,,鹿児島県,みさき薬局,898-0017,枕崎市住吉町３９,0993-76-3385,0993-76-3395,月～金8:30～19:00土8:30～14:00,有,0993-76-3385,4,久富　祐人、仲　悠、川口　尚也、湯地　亮介
,,,,,鹿児島県,つばき薬局,898−0034,枕崎市日之出町222,0993−58−1530,0993−58−1531,月〜金：8：30〜18：00    土：9：00〜13：00,有,0993−58−1530  転送電話で対応,1,横市　秀文
,,,,,鹿児島県,オレンジ調剤薬局,899-0066,鹿児島市真砂町74-7-102,099-812-8812,099-821-2179,月～金　8：45～18：30　土　8：45～13：00,無,,2,酒匂　栄一郎、松元　光子
,,,,,鹿児島県,出水郡薬剤師会会営薬局,899-0131,出水市明神町５３７,0996-64-8280,0996-64-8285,月～金8:30～17:30土8:30～13:30,有,0996-64-8280,2,末永　雄大、原田　優紀
,,,,,鹿児島県,クレイン調剤薬局,899-0205,出水市本町3-8,0996-63-4300,0996-63-4311,月・火・水・金8:30～18:00　木8:30～17:00　土8:30～13:00,有,0996-63-4300,1,岡田　修
,,,,,鹿児島県,クレイン調剤薬局,899-0205,出水市本町３－８,0996‐63‐4300,0996-63-4311,月～金8:30～18:00木8:30～17:00土8:30～13:00,有,0996-63-4300,2,岡田　修、堀之内　晃士
,,,,,鹿児島県,かりん薬局,899-0206,出水市向江町１２－３８,0996-64-1400,0996-62-5002,月～金8:30～18:30土8:30～13:30,有,0996-64-1400,2,吉田　薫悟、簗瀬　淳一
,,,,,鹿児島県,ふれあい薬局,899-0206,出水市向江町２－１４,0996-63-3070,0996-63-3071,月・火・水・金8:00～18:00木8:00～16:00土8:00～12:00,有,0996-63-3070,1,二ノ方　良祐
,,,,,鹿児島県,さくらんぼ薬局,899-0216,出水市大野原町１０－３,0996-68-7000,0996-68-7007,月～水・金8:00～18:00木8:00～17:00土8:00～13:00,有,0996-68-7000,2,田上　友洋、矢野　恵美子
,,,,,鹿児島県,うらくぼ薬局,899-0401,出水市高尾野町大久保１４１５－３,0996-82-2539,0996-82-4668,月～土8:00～19:00祝日9:00～17:00,有,0996-82-2539,1,瀨野浦　格
,,,,,鹿児島県,出水郡薬剤師会高尾野会営薬局,899-0401,出水市高尾野町大久保３８１６－３９,0996-64-2110,0996-64-2112,月～金8:30～17:30,有,0996-64-2110,2,矢野　恵美子、肱黒　麻美
,,,,,鹿児島県,出水郡薬剤師会会営薬局阿久根店,899-1611,阿久根市赤瀬川１２０５－６,0996-72-5060,0996-72-5061,月～金8:30～17:30土8:30～13:30,有,080-2794-3029,1,濵田　充
,,,,,鹿児島県,地域のそよかぜ薬局A,899-1611,阿久根市赤瀬川2210,0996-68-8308,0996-68-8309,月～金9:00～18:30　土9:00～13:00　(お休み)日曜祝日お盆(8/14、1/15)、お正月(12/31、1/1、1/2、1/3),無,,1,蒲池　豪憲
,,,,,鹿児島県,市民調剤薬局,899-1628,阿久根市塩鶴町2-124-2,0996-68-0150,0996-68-0151,月〜金(木以外)9:00～18:00 木9:00〜17:00 土9:00〜12:30,有,0996-68-0150,1,山口 梓
,,,,,鹿児島県,オーロラ薬局,899-1921,薩摩川内市水引町３２４７－１３,0996-41-4411,0996-41-4412,月～土8:30～17:30,有,0996-41-4411,2,立山　喜啓、和田　綾
,,,,,鹿児島県,ゆうき薬局市来店,899-2101,いちき串木野市湊町3-88,0996-29-4266,0996-29-4266,月～水・金　8：30～18：00土　8：30～16：30,無,,1,桐原　香織
,,,,,鹿児島県,みやび薬局,899-2201,日置市東市来町湯田2992,099-274-6070,099-274-6748,"
月～金8：30～18:00　土8：30～13：00",有,099-274-6070,2,阿部　雅幸、杉原　武宏
,,,,,鹿児島県,伊集院調剤薬局,899-2502,日置市伊集院町徳重２－７－１ハイツ中原１０２号,099-246-5880,099-246-5881,月～水9:00～18:00木9:00～15:00金・土9:00～18:00,無,,1,尾花　圭太郎
,,,,,鹿児島県,こじか調剤薬局,899-2503,日置市伊集院町妙円寺２－３４－５,099-246-5558,099-246-5559,8:30～19:00,有,099-246-5558,1,川越　眞由美
,,,,,鹿児島県,すみれ薬局,899-2504,日置市伊集院町郡２－６６,099-210-7281,099-210-7282,月～金：9：00～18：00土：9：00～13：00,有,099-210-7281,3,藤井　章嘉、鳥越　えりか、神野　真幸
,,,,,鹿児島県,とも調剤薬局,899-3303,日置市吹上町湯之浦２３５１番地,099-296-3322,099-296-3344,月～金8：30～18：00　土8：30～13：00　第1・3水曜日8：30～13：00,有,099-296-3322,1,川畑　信浩
,,,,,鹿児島県,田布施薬局,899-3403,南さつま市金峰町尾下２７４５―１,0993-77-2666,0993-78-3181,月火木金9:00～18:00  水9:00～17:30  土9:00～13:00,有,0993-77-2666,1,溝口　昭一
,,,,,鹿児島県,なぎさ薬局,899-3405,南さつま市金峰町池辺２８３１,0993-58-4025,0993-58-4026,月～金8：00～18：00　土8：00～13：00,有,0993-58-4025,2,大薗　知子、小濱　祐葵
,,,,,鹿児島県,中央薬局,899-4101,曽於市財部町南俣１７０５－２６,0986-72-2121,0986-72-2121,月・火・水・金9:00～18:00木・土7:30～12:00,有,0986-72-2121,1,塚野　一哉
,,,,,鹿児島県,クオール薬局霧島店,899-4201,霧島市霧島田口２１１５－１６,0995-57-2589,0995-64-8690,月～金9:00～17:00土8:30～12:30,無,,3,野馬　加奈子、坂口　麻理、下出　綾子
,,,,,鹿児島県,ハッピー薬局国分広瀬店,899-4321,霧島市国分広瀬２－２８－３９,0995-46-9082,0995-46-9002,月～金8:30～18:00土（第二土を除く）8:30～13:00第二土・日・祝休み,無,,1,加納　一弘
,,,,,鹿児島県,とまと薬局　国分店,899-4332,霧島市国分中央３－１９－１５,0995-48-8220,0995-48-8221,月〜金　8:30〜18:00       土　8:30〜13:00,有,0995-48-8220,2,尾崎　昇一、菊野　真由美
,,,,,鹿児島県,みほし薬局,899-4332,霧島市国分中央４－２６３４－１,0995-48-5840,0995-48-5840,月・火・木・金9:00～18:00水・土9:00～12:00,無,,1,坂口　真紀子
,,,,,鹿児島県,霧島市民薬局,899-4332,霧島市国分中央３－３８－１６,0995-45-4338,0995-45-3655,月～金8:30～21:00土・日・祝9:00～18:00,有,090-8355-5643,6,福森　淳、泊口　豊、中村　道代、前田　竜太郎、小松　正典、山口　直子
,,,,,鹿児島県,霧島市民薬局中央,899-4332,霧島市国分中央１－７－６０,0995-47-1855,0995-47-3055,月～金9:00～18:00土9:00～13:00,有,090-2856-9526,1,小松　桐子
,,,,,鹿児島県,霧島マリンバ薬局,899-4341,霧島市国分野口東９番－３７,0995-73-7970,0995-73-7976,月～金9:00～18:30土9:00～13:00,無,,3,南宅　恵美子、溝口　晟平、萩原　遼平
,,,,,鹿児島県,すみれ薬局,899-4351,霧島市国分新町１－６－５２－７,0995-48-8662,0995-48-8663,"8:30～17:00 
土8:30～12:30",有,転送,2,片川　三恵子、黒田　孝
,,,,,鹿児島県,イルカ調剤薬局国分店,899-4352,霧島市国分向花１１２－１,0995-64-0883,0995-64-0803,"月・火・木・金8:00～17:30水8:00～16:00　
土8:00～13:00",有,0995-64-0883（転送電話）,3,大竹野　智子、大田　瑞穂、長ヶ原　久美子
,,,,,鹿児島県,すみよし薬局,899-5101,霧島市隼人町住吉１００-３,0995-42-8670,0995-42-8671,月・木・土曜日　9:00〜17:00  火・水・金曜日　9:00〜18:00,有,080-6435-6676,1,前山　純次
,,,,,鹿児島県,とざか薬局隼人店,899-5102,霧島市隼人町真孝１００１－１,0995-64-2270,0995-64-2271,月～金9:00～18:00土9:00～13:00,有,0995-64-2270,2,兜坂　由紀子、森山　いずみ
,,,,,鹿児島県,あもりがわ薬局,899-5112,霧島市隼人町松永３３０７－１,0995-44-9211,0995-44-9217,"月～金8:30～18:00　
土8:30～16:00",有,0995-44-9211,3,田原　洋、大保　幸、吉澤　拓海
,,,,,鹿児島県,センサー薬局,899-5215,姶良市加治木町本町１４６,0995-64-3222,0995-64-3223,月〜土:9:00〜18:00,無,,1,中村　佳貴
,,,,,鹿児島県,ふれんど薬局,899-5223,姶良市加治木町新生町１３０－３,0995-63-6161,0995-63-6162,月～金8:30～18:30土8:30～14:30,有,"0995-63-6161
080-6416-5147
",2,飯山　浩志、山門　友美
,,,,,鹿児島県,クローバー薬局,899-5231,姶良市加治木町反土２６２８－８,0995-62-7123,0995-62-7124,月・火・木・金8:30～18:00水・土8:30～12:30,有,0995-62-7123,1,松田　惠子
,,,,,鹿児島県,ぶどうの木調剤薬局,899-5241,姶良市加治木町木田１９５７－２,0995-62-8580,0995-62-8581,月～金9:00～18:00土9:00～13:00日・祝休み,有,080-5605-3534,2,永松　浩太郎、淵村　佳奈
,,,,,鹿児島県,ふれんど薬局,899-5223,姶良市加治木町130番地3,099-563-6161,099-563-6162,月・火・木・金 8:30～18:30水 8:30～18:00土 8:30～14:30,有,080-6416-5147,2,山﨑　次郎、取附　康裕
,,,,,鹿児島県,とまと薬局蒲生店,899-5302,姶良市蒲生町上久徳２５６０,0995-54-3020,0995-54-3022,月～金8:30～18:00土8:30～13:00,有,0995-54-3020,1,佐藤　直人
,,,,,鹿児島県,めばえ薬局,899-5421,姶良市東餅田５１０－７,0995-67-6868,0995-73-6895,月～木・土9:00～17:30,無,,2,住吉　新助、永野　一徳
,,,,,鹿児島県,フルール薬局,899-5422,姶良市松原町２丁目２７－７,0995-73-5994,0995-73-5995,月〜土　9:00〜13:30 15:00〜18:30,有,0995-73-5994,1,杢田　舞
,,,,,鹿児島県,イオン薬局姶良店,899-5431,姶良市西餅田２６４－１,0995-67-8436,0995-67-8437,月～土10:00～19:00,無,,2,田之上　真也、天野　智子
,,,,,鹿児島県,かれん薬局,899-5431,姶良市西餅田１３４８－４,0995-64-5561,0995-64-5562,8:30～18:00木8:30～17:00日・祝休み,有,080-5203-7066,3,鎌田　隆司、遠藤　繭、江川　由貴
,,,,,鹿児島県,さわやか薬局,899-5652,姶良市平松２８４１－１,0995-66-9922,0995-66-4070,月～金9:00～18:00土9:00～13:00,有,0995-66-9922,5,竹内　涼太郎、德田　沙貴、増田　圭美、木村　双葉、藤本　類
,,,,,鹿児島県,ピッコロ調剤薬局,899-5652,姶良市平松４７４５－３,0995-66-9510,0995-66-9511,月～金8:30～18:00土8:30～13:00,有,0995-66-9510,4,荒木　あゆみ、馬場　祐莉有、中原　沙耶香、犀川　みか
,,,,,鹿児島県,たいよう薬局西姶良,899-5656,姶良市西姶良４－９－１,0995-55-8831,0995-55-8832,月～金8:30～18:00土8:30～13:00,有,080-2777-5576,1,神橋　裕太
,,,,,鹿児島県,アクア薬局湧水,899-6201,姶良郡湧水町木場６６５－７,0995-74-1078,0995-74-1084,月～金9:00～18:00土9:00～13:00,有,0995-74-1078,1,東　健太
,,,,,鹿児島県,くるみ薬局,899-6207,姶良郡湧水町米永５８５－２１,0995-74-5869,0995-74-5869,月～水・金8:30～17:30木8:30～16:30土8:30～12:30,有,0995-74-5869,1,岩田　彰子
,,,,,鹿児島県,寺脇薬局,899-6507,霧島市牧園兆宿窪田９２７－４,0995-76-2008,0995-76-2010,月～金9:00～18:00土9:00～13:00日・祝休み,有,090-5740-9930,1,浅野　涼子
,,,,,鹿児島県,ミネサキ調剤薬局　志布志店,899-7103,志布志市志布志町志布志２丁目９番８号,099-478-1988,099-478-1088,月〜金8:00〜18:00　木土8:00〜13:00,無,,1,髙山　善広
,,,,,鹿児島県,フタヤ薬局志布志店,899-7104,志布志市志布志町安楽６１７９－３,099-479-4193,099-479-3728,月・火・水・金8:30～18:30木・土8:30～13:00,有,090-6293-5888,1,田﨑　恵
,,,,,鹿児島県,安楽薬局,899-7104,志布志市志布志町安楽５２－５,099-472-0163,099-472-5859,8:30～18:00木・土8:30～12:30,有,090-9604-8821,1,飯野　房子
,,,,,鹿児島県,さくら薬局,899-7306,曽於郡大崎町永吉８２９７-１３,099-476-0252,099-476-0287,月〜水、金8:30〜17:15  木8:30〜16:30 土8:30〜12:15,有,099-476-0252,1,大神　静佳
,,,,,鹿児島県,めろん調剤薬局,899-7512,志布志市有明町野神３６０３-７,099-471-5020,099-471-5030,月火木金8:30〜18:30 水9:00〜17:00 土8:30〜17:00,有,090-6896-7579,2,横山　貴久、日野  雅継
,,,,,鹿児島県,本町調剤薬局,899-7602,志布志市松山町泰野４７０－２,099-487-8385,099-487-8385,月・火・水・金8:30～18:00木8:30～17:00土8:00～12:30,有,090-7386-4162,1,淵合　貴志
,,,,,鹿児島県,栄町薬局,899-8602,曽於市末吉町栄町１－５－２０,0986-76-4240,0986-76-7461,9:00～18:00土9:00～15:00,有,0986-76-4240,1,坂上　仭
,,,,,鹿児島県,あおい薬局,899-8605,曽於市末吉町二之方２１２８,0986-76-1035,0986-76-1086,月〜金8:30〜18:00土8:30〜13:30,無,,1,小川　洋子
,,,,,鹿児島県,有限会社ヒロ調剤薬局,899-8607,曽於市末吉町本町２－１１－６,0986-76-4263,0986-28-8027,月～金8:40～18:00土8:40～14:00,有,0986-76-4263,2,中島　啓、原口　直也
,,,,,鹿児島県,ゆうき薬局,988-5652,姶良市平松2878-23,0995-55-5315,0995-55-5315,月～水金8:30~18:30木8:30~17:00土8:30~16:30,有,090-5949-1527,1,角田　真一
,,,,,宮崎県,はらまち薬局,880-0007,宮崎市原町8-21,0985-31-5039,0985-31-5059,月～金 8:30～18:00土 8:30～13:00,有,090-6632-6949,1,児玉　大助
,,,,,宮崎県,二葉薬局松橋,880-0013,宮崎市松橋２－１－２３,0985-75-0633,0985-75-0543,月～金 9:00～19:00土 9:00～13:00日曜､祝日休み,有,0985-75-0633,2,長田　敦子、山口　晶子
,,,,,宮崎県,ハロー薬局清水店,880-0021,宮崎市清水１－２－１４,0985-82-8686,0985-82-8687,月～金9:00～18:00土9:00～12:30,有,0985-82-8686,1,佐伯　美沙子
,,,,,宮崎県,トモ薬局和知川原店,880-0023,宮崎市和知川原３－７１,0985-28-1186,0985-31-9514,月・水・金8:30～19:00火・木8:30～16:30土8:30～12:30日・祝休み,有,080-2718-6537,1,渡司　雅弘
,,,,,宮崎県,タカフジ薬局,880-0035,宮崎市下北方町目後８９９,0985-28-1256,0985-28-1472,"第1・3・5土8:30～13:00 
第2・4土8:30～13:30",有,0985-28-1256,3,山口　陽平、玉利　安樹子、小田　真紀
,,,,,宮崎県,東洋堂薬局,880-0035,宮崎市下北方町常盤元１０１０,0985-28-3412,0985-28-3415,月・水・金8:30～18:00火8:30～16:00木8:30～12:30土8:30～12:00日・祝日、8月13～15日、12月29日～1月3日休み,有,080-3971-1667,2,佐藤　紀子、佐藤　広和
,,,,,宮崎県,ミント薬局,880-0036,宮崎市花ヶ島町小無田６４２－４,0985-64-8001,0985-64-8002,"月・火・水・金8:30～18:00木8:30～15:30　
8:30～14:00",有,090-4777-4366,1,山本　万須美
,,,,,宮崎県,日本調剤　池内薬局,880-0041,宮崎市池内町数太木１７６５,0985-62-5581,0985-62-5601,月〜金8時半〜19時　土8時半〜12時半,無,,1,今井　春介
,,,,,宮崎県,トロン薬局花ケ島,880-0057,宮崎市桜町４－１６,0985-65-6262,0985-65-6261,月～金8:30～17:30土8:30～13:00,有,090-4985-7322,2,谷口　朗比、塩月 理士
,,,,,宮崎県,ふるさと薬局佐土原店,880-0211,宮崎市佐土原町下田島２１２１０－１７,0985-64-9248,0985-64-9348,月・火・水・金9:00～18:00木・土9:00～13:00,無,,1,山本　美波
,,,,,宮崎県,スイゲン薬局,880-0804,宮崎市宮田町８－１２,0985-25-2202,0985-33-9020,月～金9:00～20:00土9:00～12:00,有,090-6772-1785,3,大塚　貴美子、水元　英彦、水元　俊二郎
,,,,,宮崎県,たちばな薬局,880-0805,宮崎市橘通東４－６－１８,0985-32-3277,0985-26-0797,月・火・木～土8:30～17:30水８:30～17:00,有,080-7756-5533,1,角田　さつき
,,,,,宮崎県,アイリス薬局,880-0815,宮崎市江平町１－３－１４,0985-28-3915,0985-29-7215,月～金9:00～18:00土9:00～13:00,無,,1,浦　龍馬
,,,,,宮崎県,トモ薬局大島店,880-0824,宮崎市大島町天神前１１６７－４,0985-22-7567,0985-23-0678,月～金8:30～18:00土8:30～13:00,有,090-4777-3119,3,林　慎一朗、仁田脇　純世、久保田　麻規子
,,,,,宮崎県,二葉薬局大島,880-0824,宮崎市大島町原ノ前１４４５－２２３,0985-67-5127,0985-67-5128,月～金8:30～18:00土9:00～13:00,無,,1,図師　健一郎
,,,,,宮崎県,啓愛調剤薬局,880-0834,宮崎市新別府町植田８３７－１,0985-23-6121,0985-23-6122,月～金8:30～19:00土8:30～13:00日・祝日休み,無,0985-23-6121,6,井上　尚彦、矢野　栄子、井上　寛規、田村　真己、廣瀬　玲旺、松永　夏子
,,,,,宮崎県,あおき薬局,880-0841,宮崎市吉村町江田原甲２６１－３,0985-31-6440,0985-38-7224,月～金8:45～18:00土8:45～13:00,有,090-9576-4780,1,矢田部　享介
,,,,,宮崎県,とも薬局青葉店,880-0879,宮崎市宮崎駅東３－９－１０,0985-28-8895,0985-71-6636,月・火・水・金8:30～18:00木8:30～16:30土8:30～13:00,有,090-5941-8175,2,林　慎一朗、内田　佳純
,,,,,宮崎県,二葉薬局本郷,880-0921,宮崎市本郷南方２５４５－４,0985-89-2226,0985-89-2227,月～金8:30～18:00土8:30～13:00,無,,1,福森　真子
,,,,,宮崎県,瞳薬局,880-0930,宮崎市花山手東１－２－４,0985-50-2220,0985-53-3350,月～金9:00～17:00土9:00～12:00,無,090-3194-9698,1,黒木　芳弘
,,,,,宮崎県,ヘルツ薬局,880-0932,宮崎市大坪西１－１－７,0985-52-6222,0985-52-6066,月～金8:30～17:30土8:30～13:00,無,,1,寺西　真理子
,,,,,宮崎県,ファミリー調剤薬局,880-0941,宮崎市北川内町乱橋３６１８－２０,0985-89-2090,0985-89-2091,月・火・木・金8:30～18:00水8:30～16:30土8:30～13:00,有,090-5940-4051,1,本田　雄大
,,,,,宮崎県,いきめの杜会営薬局,880-2102,宮崎市大字有田１３７０－１,0985-48-6310,0985-48-6390,月～金8:30～17:30土8:30～12:30,有,090-6891-9839,4,髙松　秀和、岩﨑　恭子、髙松　秀和、藤﨑　龍一朗
,,,,,宮崎県,はな薬局,880-2104,宮崎市浮田３３１３－１,0985-71-1020,0985-71-1019,月・火・水・金9:00～18:30木8:00～16:00土9:00～13:00,有,080-9107-1941,1,松山　幸平
,,,,,宮崎県,こうの調剤薬局,880-2112,宮崎市大字小松字前田２７０４,0985-48-6262,0985-47-0268,月～金10:00～19:00土10:00～17:00,有,080-1723-1477,1,河野　晋一郎
,,,,,宮崎県,長嶺薬局,881-0011,西都市有吉町１－３,0983-43-0107,0983-43-0231,月～土9:00～19:30,有,0983-43-0107,1,大平　信道
,,,,,宮崎県,わかば薬局,881-0016,西都市御船町２－４７,0983-43-5010,0983-43-5010,月～金8:30～18:00土8:30～13:00,有,0983-43-0107,1,上野　由記子
,,,,,宮崎県,さいと薬局,881-0034,西都市妻町３－１３３,0983-42-3550,0983-42-4226,月・火・木・金8:30～17:30水8:30～17:00土8:30～12:00,有,0983-42-3550,2,齋藤　正蔵、齋藤　美穂
,,,,,宮崎県,きりん薬局,882-0044,延岡市博労町２－２３,0982-21-5768,0982-33-3118,月～金9:00～18:00土9:00～12:30日・祝祭日休み,無,,1,小川　圭子
,,,,,宮崎県,たたら薬局,882-0056,延岡市岡富町１２７－２,0982-20-0120,0982-20-0121,"月～木9:00～18:30、
金・土9:00～13:00日祝休み",無,,2,廣木　敦子、井上　詩織
,,,,,宮崎県,なないろ薬局岡富店,882-0056,延岡市岡富町２９,0982-20-2035,0982-20-2038,月・火・金9:00～17:30水・木・土9:00～13:00,無,,1,倉澤　季里
,,,,,宮崎県,きたかた調剤薬局,882-0125,延岡市北方町川水流卯１３８８－１,0982-28-5150,0982-28-5152,月～金9:00～18:00土9:00～13:00,有,0982-28-5150,1,佐藤　亮太
,,,,,宮崎県,ハロー薬局大貫店,882-0803,延岡市大貫町２－９６７－１,0982-26-5380,0982-26-5381,月・火・木・金8:30～18:00水8:30～16:30土8:00～13:00,有,0982-26-5380,1,金澤　貴子
,,,,,宮崎県,延岡すずらん薬局,882-0803,延岡市大貫町２－３０２７－３,0982-26-9130,0982-26-9140,月～水・金9:00～18:30木8:30～16:30土9:00～13:00,無,,1,倉澤　克樹
,,,,,宮崎県,西高通り調剤薬局,882-0803,延岡市大貫町４－１３３８－３,0982-34-3222,0982-34-3226,月～金8:30～18:00土8:30～13:00,無,,1,本部　武彦
,,,,,宮崎県,フラワー薬局しろやま,882-0812,延岡市本小路９３－１,0982-26-8801,0982-26-8802,月～金8:30～18:00土8:30～13:00日・祝日お休み,無,,1,矢野　理映子
,,,,,宮崎県,延岡医薬分業支援センター,882-0841,延岡市大瀬町３－５－９,0982-26-8530,0982-26-8531,月～金8:30～18:00土8:30～13:00,有,080-2754-3463,1,加藤　宏通
,,,,,宮崎県,すみれ薬局,882-0856,延岡市出北１－３２－９,0982-21-4447,0982-21-4467,月・水・金9:00～17:30火・木9:00～17:00土9:00～12:30,無,090-4350-5889,3,近　麻以、佐藤　美帆、關　絵理奈
,,,,,宮崎県,ハラダ調剤薬局平原店,882-0866,延岡市平原町１－９９４－３,0982-20-2221,0982-20-2231,月～金8:30～18:00土8:30～13:00,無,,1,石山　智絵
,,,,,宮崎県,富高薬局Grand Sone,883-0011,日向市曽根町３－２３,0982-50-2211,0982-50-2233,月～金8:30～19:00土8:30～17:00日・祝9:00～17:00,有,0982-50-2211,5,毛利　俊也、福森　三明、柏田　亜寿香、佐藤　恵、河内　明夫
,,,,,宮崎県,つばき薬局,883-0014,日向市原町１－２－１－１０２,0982-57-3314,0982-57-3315,月～金8:30～17:00土8:30～12:30,有,090-7441-9462,1,神﨑　秀樹
,,,,,宮崎県,さくら薬局,883-0014,日向市原町１－２－７,0982-54-6126,0982-54-7380,月・火・木・金8：30～17：30水・土8：30～12：30,有,0982-54-6126,2,田中　孝洋、田中　久美子
