"id","name","postalcode","address_todofuken","address_shikuchoson","address","shikuchosonCode","phone","openinghours","emergency_contact","emergency_contact_phone"
"","ゆり・かな薬局","606-8084","京都府","京都市左京区","京都市左京区修学院薬師堂町５－２","26103","075-707-9993","月水金8:45～20:00　火8:45～17:30、木8:45～17:00、土8:45～12:30","有","090-5040-3277"
"","フジタ薬局高野店","606-8103","京都府","京都市左京区","京都市左京区高野西開町５５－２","26103","075-712-7612","月～金9:00～19:30土9:00～14:00","有","075-712-7612"
"","一乗寺ゆう薬局","606-8116","京都府","京都市左京区","京都市左京区一乗寺宮ノ東町37","26103","075-723-6661","月～水金9:00～19:30、木9:00～17:00、土9:00～13:00","有","080-6215-9245"
"","修学院ゆう薬局","606-8117","京都府","京都市左京区","京都市左京区一乗寺里ノ前町５番地 マ・メゾン1-A","26103","075-708-1500","月火水金8:45～19:30、木8:45～16:45、土8:45～13:00","有","080-6192-1159"
"","ファルコ薬局みのり一乗寺店","606-8164","京都府","京都市左京区","京都市左京区一乗寺出口町1 シラカワビル1階","26103","075-722-8801","月～金9:00～20:15、土9:00～13:30","有","075-722-8801（転送）"
"","ユタカ調剤薬局一乗寺","606-8185","京都府","京都市左京区","京都市左京区一乗寺高槻町18 エル京都ビル1階","26103","075-706-2180","月～金9:00～20:00、土9:00～14:00","無",""
"","すこやか薬局","606-8226","京都府","京都市左京区","京都市左京区田中飛鳥井町５２","26103","075-781-8866","月・水9:00～18:00火・金9:00～21:00木9:00～17:00土9:00～13:00","無",""
"","すが薬局","606-8227","京都府","京都市左京区","京都市左京区田中里ノ前町6","26103","075-722-3056","月水木金9:00～20:00、火9:00～17:00、土:9:00～13:00","無",""
"","薬局ダックス左京北白川店","606-8252","京都府","京都市左京区","京都市左京区上終町８-1","26103","075-746-4527","月～金10:00～19:00","無",""
"","フラワー薬局左京店","606-8273","京都府","京都市左京区","京都市左京区北白川山ノ元町60-2","26103","075-702-1193","月〜金9:00〜19:00、土9:00〜17:00、日9:00〜14:00","有","075-702-1193"
"","スマイル薬局北白川店","606-8274","京都府","京都市左京区","京都市左京区北白川大堂町61番池 ホライゾンビル1階","26103","075-723-2077","月水金9:00〜19:00、火木９:00〜17:00、土9:00〜13:00","有","080-5367-4767"
"","しらゆり薬局","606-8275","京都府","京都市左京区","京都市左京区北白川上別当町21-1階","26103","075-701-1193","月〜土8:30〜17:00","有","075-701-1193"
"","きたしらかわ薬局","606-8285","京都府","京都市左京区","京都市左京区北白川東久保田町11 皆川ビル1階","26103","075-748-1167","月火水金9:00〜19:30、木土9:00〜13:00","有","075-748-1167"
"","百万遍薬局","606-8301","京都府","京都市左京区","京都市左京区吉田泉殿町４プルミエール小山１階","26103","075-712-0070","月・水・木9:00～17:00火・金9:00～16:00","無",""
"","ふれあいマルキ薬局","606-8325","京都府","京都市左京区","京都市左京区聖護院東町16番地1 リンズコ-ト1階","26103","075-771-1900","月木土9:00〜17:00、火水金9:00〜19:00","有","080-7665-0452"
"","すこやか薬局二条店","606-8382","京都府","京都市左京区","京都市左京区夷川通川端東入上る大文字町183","26103","075-762-3233","月水木9:00〜18:00、火金9:00〜20:30、土9:00〜13:00","有","090-2065-7340"
"","たんぽぽ薬局聖護院店","606-8392","京都府","京都市左京区","京都市左京区聖護院山王町36番1","26103","075-751-5801","月～金9:00～18:00、土9:00～13:00","有","075-751-5801（転送）"
"","ユタカ薬局聖護院","606-8392","京都府","京都市左京区","京都市左京区聖護院山王町16-4  コ-ポサンプラザ1階","26103","075-754-9070","月～金9:00～18:00、土9:00～13:00","有","080-8660-9667"
"","平塚薬局","606-8396","京都府","京都市左京区","京都市左京区丸太町通川端東入下堤町78番地","26103","075-771-1496","月〜金9:00〜20:00、土10:00〜14:00","無",""
"","キリン堂薬局京大病院前店","606-8397","京都府","京都市左京区","京都市左京区聖護院川原町３０","26103","075-754-0375","月～金9:00～18:00","有","080-9692-2128"
"","のぞみ薬局 京大病院前店","606-8397","京都府","京都市左京区","京都市左京区聖護院川原町１－７","26103","075-752-5005","9:00～18:00","無",""
"","京都セントラル薬局","606-8397","京都府","京都市左京区","京都市左京区聖護院川原町29 聖護院メディカルビル101","26103","075-762-2577","月火水金9:00〜19:00、木9:00〜17:00、土9:00〜13:00","有","080-7031-5081"
"","阪神調剤薬局京大病院前店","606-8397","京都府","京都市左京区","京都市左京区聖護院川原町２８番","26103","075-762-0185","月～金9:00～18:00","無",""
"","日本調剤京大前薬局","606-8397","京都府","京都市左京区","京都市左京区聖護院川原町28","26103","075-762-0660","月〜金9:00〜18:30、土9:00〜13:00","有","090-1667-8605"
"","あゆみ薬局","606-8411","京都府","京都市左京区","京都市左京区浄土寺東田町18","26103","075-762-2323","月火木金9:00～19:00、水9:00～17:00、土9:00～12:00","有","075-762-2323（転送）"
"","薬局ダックス左京浄土寺店","606-8412","京都府","京都市左京区","京都市左京区浄土寺馬場町68-1","26103","075-744-1015","月～金10:00～14:00/15:00～19:00","無",""
"","こすも薬局","607-8011","京都府","京都市山科区","京都市山科区安朱南屋敷町３５木下物産ビルBF 2","26110","075-583-1077","月～金9:00～19:00土9:00～18:00","有",""
"","もみじ薬局山科店","607-8012","京都府","京都市山科区","京都市山科区安朱桟敷町２３ラクトA棟地下２階","26110","075-595-5252","月～金9:00～19:00土9:00～13:00","無",""
"","ファルコ薬局音羽店","607-8062","京都府","京都市山科区","京都市山科区音羽珍事町1-1","26110","075-583-1520","月～金8:30～17:30、土8:30～14:00","有","075-583-1520"
"","おれんじ薬局","607-8064","京都府","京都市山科区","京都市山科区音羽八ノ坪５５－１５　ツインビル１０３","26110","075-583-0446","月～土8:30～17:30","有","075-583-0446"
"","ゆり薬局","607-8064","京都府","京都市山科区","京都市山科区音羽八ノ坪55-17","26110","075-583-1160","月～土8:30～17:30","有","075-583-1160"
"","アイ薬局","607-8080","京都府","京都市山科区","京都市山科区竹鼻竹ノ街道町29-1 山科町塚ビル1階","26110","075-366-9575","月〜金9:00〜20:00、土9:00〜14:00","有","080-7969-3146"
"","イカリ調剤薬局イカリドラッグ","607-8080","京都府","京都市山科区","京都市山科区竹鼻竹ノ街道町３３－１","26110","075-501-5530","月・火・水・金9:00～20:00木9:00～19:00土9:00～13:00","無",""
"","ユタカ薬局山科","607-8080","京都府","京都市山科区","京都市山科区竹鼻竹ノ街道町73","26110","075-583-5698","月～金9:00～20:00、土9:00～14:00","無",""
"","日本調剤山科薬局","607-8080","京都府","京都市山科区","京都市山科区竹鼻竹ノ街道町23","26110","075-583-5077","月火金9:00～20:00、水木9:00～17:00、土9:00～14:00","有","080-1154-9066"
"","みやこ薬局","607-8086","京都府","京都市山科区","京都市山科区竹鼻四丁野町23-16","26110","075-595-8051","月～土9:00～17:30","無","090-7552-9790"
"","みやこ薬局マツヤスーパー店","607-8088","京都府","京都市山科区","京都市山科区竹鼻地蔵寺南町９","26110","075-583-6155","月～水・金9:00～20:00木9:00～17:00土9:00～15:00","無",""
"","みやこ薬局山科店","607-8089","京都府","京都市山科区","京都市山科区竹鼻西ノ口町６３　アルブル１階","26110","075-582-0385","月～土9:00～17:30","無",""
"","薬局ダックス山科大塚店","607-8135","京都府","京都市山科区","京都市山科区大塚野溝町86番地2","26110","075-366-2257","月火木金9:00～19:30、水9:00～14:00/15:00～18:00、土9:00～13:00","無",""
"","東野妙見ゆう薬局","607-8153","京都府","京都市山科区","京都市山科区東野百拍子町34-8","26110","075-584-0100","月火水金9:00～19:30、木9:00～17:00、土9:00～13:00","有","070-2297-9375"
"","薬局ダックスイオンタウン山科椥辻店","607-8162","京都府","京都市山科区","京都市山科区椥辻草海道町15-1 イオンタウン山科椥辻店2階","26110","075-634-8569","月火木金9:00〜20:00、水9:00〜13:30/14:30〜18:00、土9:00〜13:30/14:30〜16:00","無",""
"","京まち薬局","607-8186","京都府","京都市山科区","京都市山科区大宅早稲ノ内町1番地","26110","075-582-0099","月火水金9:00〜20:00、木9:00〜17:00、土9:00〜13:00","有","075-582-0099"
"","そうごう薬局京都醍醐店","607-8217","京都府","京都市山科区","京都市山科区勧修寺閑林寺83番6","26110","075-748-8651","月〜金9:00〜17:00、土9:00〜13:00","有","090-5729-2496"
"","すず薬局醍醐店","607-8257","京都府","京都市山科区","京都市山科区小野御霊町43-1 1階","26110","075-748-6201","月〜金9:00～18:00、土9:00～12:00","無",""
"","みやこ薬局薬大前店","607-8414","京都府","京都市山科区","京都市山科区御陵中内町３８－５５　グランドワーク御陵１階","26110","075-582-7008","月･水･金9:00～19:00火･木9:00～17:00土9:00～13:30","無",""
"","きくち薬局","607-8424","京都府","京都市山科区","京都市山科区御陵原西町7-3 コープみささぎ105","26110","075-582-5155","月水金9:00～13:00/15:30～20:00、火木9:00～17:00、土9:00～13:00","無",""
"","みやこ薬局北花山店","607-8481","京都府","京都市山科区","京都市山科区北花山中道町35-4","26110","075-582-1212","月火木金9:00〜20:00、水9:00〜18:00、土9:00〜14:00","有","090-4452-7547"
"","みささぎゆう薬局","607-8494","京都府","京都市山科区","京都市山科区日ノ岡堤谷町６１－４６","26110","075-582-5522","月･水9:00～18:00火･金9:00～20:00木･土9:00～13:00","有","075-582-5522"
"","ファルコ薬局平川店","610-0101","京都府","城陽市","城陽市平川西六反34-1","26207","0774-54-7265","月〜金9:00～18:00、土9:00～17:00","有","0774-54-7265"
"","久津川ゆう薬局","610-0101","京都府","城陽市","城陽市平川山道46-25-1","26207","0774-57-5666","月〜金9:00〜20:00、土9:00〜13:00","有","0774-57-5666"
"","久津川薬局","610-0101","京都府","城陽市","城陽市平川中道表1-11","26207","0774-52-5927","月〜金8:30〜20:00、土8:30〜16:00","無",""
"","薬局ダックス城陽久津川店","610-0101","京都府","城陽市","城陽市平川横道87-1","26207","0774-66-1112","月～金9:00～19:00、土9:00～17:00","無",""
"","みやこ薬局城陽店","610-0111","京都府","城陽市","城陽市富野西垣内5-1","26207","0774-55-8677","月火水金8:30～20:00、木9:00～13:00、土8:30～13:30","無",""
"","長池薬局","610-0112","京都府","城陽市","城陽市長池北清水２４","26207","0774-52-0079","月～水・金9:00～20:00木9:00～18:00土9:00～14:00","有","090-5123-5294"
"","プラム薬局","610-0121","京都府","城陽市","城陽市寺田高田65","26207","0774-54-6667","月火木金9:00〜19:00、水9:00〜17:00、土9:00〜13:00","有","090-1918-8909"
"","京寿薬局寺田店","610-0121","京都府","城陽市","城陽市寺田樋尻12-74","26207","0774-58-2271","月〜金9:00〜18:00","有","090-5063-9119"
"","長池薬局寺田店","610-0121","京都府","城陽市","城陽市寺田東ノ口44-14","26207","0774-66-4458","月火木金9:00〜20:00、水9:00〜18:00、土9:00〜14:00","有","0774-66-4458"
"","ほうその駅前薬局","619-0240","京都府","精華町","相楽郡精華町祝園西１－２４－３","26366","0774-98-0965","月～土9:00～20:00","有","090-9880-9530"
"","アイン薬局宇治田原町店","610-0254","京都府","宇治田原町","綴喜郡宇治田原町銘城台28-1","26344","0774-99-8523","月火水金9:00〜19:30、木9:00〜17:00、土9:00〜13:00","有","0774-99-8523"
"","きはら薬局","610-0313","京都府","京田辺市","京田辺市三山木中央１－５－２","26211","0774-62-0227","月～金9:00～19:00土9:00～14:00","有","090-7344-9849"
"","京寿薬局三山木店","610-0313","京都府","京田辺市","京田辺市三山木中央１－８－４　サザンルネス三山木１Ｆ","26211","0774-68-6677","月～金9:00～19:30土9:00～13:00","有","080-3851-6675"
"","三山木ゆう薬局","610-0313","京都府","京田辺市","京田辺市三山木中央四丁目2番地8","26211","0774-68-1025","月〜金9:00〜19:30、土9:00〜12:30","有","090-3826-4790"
"","薬局ダックス京田辺三山木店","610-0313","京都府","京田辺市","京田辺市三山木中央4-10-15","26211","0774-66-3265","月〜金9:00～14:00/15:00～19:00","無",""
"","京寿薬局田辺西店","610-0334","京都府","京田辺市","京田辺市田辺中央６－３－５","26211","0774-68-1818","月～金9:00～18:00土9:00～15:00祝9:00～17:00","有","090-3465-1918"
"","京寿薬局本店","610-0334","京都府","京田辺市","京田辺市田辺中央６－３－２","26211","0774-64-2545","月～土9:00～20:00日9:00～17:00","有","080-2408-0119"
"","薬局ダックス京田辺駅前店","610-0334","京都府","京田辺市","京田辺市田辺中央1-5-1","26211","0774-94-6900","月〜金9:00〜14:00/15:00〜19:00、土9:00〜14:00","無",""
"","ツバサ薬局京田辺店","610-0341","京都府","京田辺市","京田辺市薪水取54-5","26211","0774-64-8880","月～金9:00〜19:30、土9:00〜13:30","有","0774-64-8880"
"","かわかみ薬局大住ヶ丘店","610-0351","京都府","京田辺市","京田辺市大住ヶ丘4-6-7","26211","0774-66-5914","月火金8:00〜19:30、水9:00〜18:00、木8:00〜18:00、土8:00〜14:00","有","0774-66-5914（転送）"
"","カイセイ薬局松井ヶ丘店","610-0353","京都府","京田辺市","京田辺市松井ヶ丘3-1-8","26211","0774-66-4705","月火木金9:00〜18:00、水9:00〜19:00、土9:00〜13:00","有","080-8532-1725"
"","カイセイ薬局","610-0356","京都府","京田辺市","京田辺市山手中央1-12 ローソン松井山手店駅前店内","26211","0774-64-3020","月〜金9:00-19:30、土9:00〜12:00","有","090-9543-4045"
"","コクミン薬局フレスト松井山手","610-0356","京都府","京田辺市","京田辺市山手中央2-3 フレスト松井山手店北館(北-B)","26211","0774-68-5930","月～土10:00～13:30/14:30～19:00","無",""
"","駅前薬局松井山手店","610-0357","京都府","京田辺市","京田辺市山手東１－２－３若丸ビル１０１","26211","0774-64-0900","月・火・木・金9:00～20:00水・土9:00～13:00","無",""
"","たなべゆう薬局","610-0361","京都府","京田辺市","京田辺市河原神谷８－１９","26211","0774-68-1601","月～金9:00～19:30 
土9:00～18:00","有","0774-68-1601"
"","ツバサ薬局新田辺駅前店","610-0361","京都府","京田辺市","京田辺市河原受田45番地 プランド-ル京田辺1C号","26211","0774-68-1326","月火9:00～17:00、水木金9:00～19:30、土9:00～15:00","有","080-2524-4585"
"","ライフォート洛西薬局","610-1104","京都府","京都市西京区","京都市西京区大枝中山町7-116","26111","075-279-6492","月〜金9:00〜20:00、土9:00〜15:00","有","070-3138-8671"
"","ひまわり薬局洛西店","610-1106","京都府","京都市西京区","京都市西京区大枝沓掛町１３－６３","26111","075-335-1112","月～土9:00～17:00","有","080-6174-5093"
"","ならの木薬局大原野店","610-1152","京都府","京都市西京区","京都市西京区大原野北春日町７９４","26111","075-205-5175","月・火・木・金9:00～18:00水9:00～13:00","無",""
"","アイン薬局六地蔵店","611-0001","京都府","宇治市","宇治市六地蔵奈良町26-3","26204","0774-38-1555","月火金9:00～17:30、水木9:00～20:00、土9:00～14:00","有","0774-38-1555"
"","なぎさ薬局六地蔵店","611-0001","京都府","宇治市","宇治市六地蔵町並10","26204","0774-32-1127","月木8:00～19:00、火水金8:00～16:00、土8:00～12:30","有","080-5802-4628"
"","宇治ゆう薬局","611-0001","京都府","宇治市","宇治市六地蔵奈良町74-1 パデシオン六地蔵ミッドモ-ル2階","26204","0774-38-0333","月～金9:00～19:30、土9:00～12:00","有","080-6227-3238"
"","六地蔵ゆう薬局","611-0001","京都府","宇治市","宇治市六地蔵町並３９－１５","26204","0774-33-4008","月・水・金9:00～20:00火9:00～18:00木9:00～17:00土9:00～14:00","有","090-3706-8602"
"","ユタカ薬局宇治木幡南","611-0002","京都府","宇治市","宇治市木幡南端9番","26204","0774-38-1630","月〜金9:00〜19:00、土9:00〜17:00","無",""
"","松田調剤薬局","611-0002","京都府","宇治市","宇治市木幡北山畑19-28","26204","0774-26-5038","月火水金8:00〜13:00/16:00〜19:00、 木8:00〜16:00、土8:00〜13:00","有","0774-26-5038"
"","松田明聖堂薬局","611-0002","京都府","宇治市","宇治市木幡西浦55-1","26204","0774-32-8819","月水金9:00〜19:00、火木9:00〜17:00、土9:00〜13:00","有","080-6168-1994"
"","木幡ゆう薬局","611-0002","京都府","宇治市","宇治市木幡西浦34","26204","0774-38-0222","月水金9:00～20:00、火木9:00～17:00、土9:00～13:00","有","0774-38-0222"
"","アイン薬局洛南店","611-0011","京都府","宇治市","宇治市五ヶ庄芝の東12-2","26204","0774-38-0101","月〜金9:00〜17:15、土9:00〜13:00","有","0774-38-0101"
"","おうばくゆう薬局","611-0011","京都府","宇治市","宇治市五ケ庄新開11-26","26204","0774-38-2077","月火木金9:00〜20:00、水9:00〜18:00、土9:00〜17:00","有","080-5760-3738"
"","ツバサ薬局おうばく駅前店","611-0011","京都府","宇治市","宇治市五ケ庄新開１１","26204","0774-38-5566","月～金9:00～19:30土9:00～16:00","有","080-9593-6537"
"","葵薬局","611-0011","京都府","宇治市","宇治市五ヶ庄日皆田８－１５","26204","0774-33-5426","月・火・木・金9:00～19:30水9:00～17:00土9:00～13:00","無",""
"","英薬局","611-0011","京都府","宇治市","宇治市五ケ庄折坂63-2","26204","0774-38-1688","月火木金9:00〜18:30、水9:00～18:00、土9:00〜17:00","無",""
"","在宅支援みさ薬局おうばく店","611-0011","京都府","宇治市","宇治市五ケ庄一番割７３－１","26204","0774-34-1138","月～金10:00～15:00","有",""
"","フラワー薬局宇治東店","611-0013","京都府","宇治市","宇治市莵道荒槙1-58","26204","0774-25-1193","月～水金8:30～19:30、土8:30～12:00","有","0774-25-1193"
"","お茶の木薬局","611-0021","京都府","宇治市","宇治市宇治半白31-10","26204","0774-20-3535","月火水金9:00〜19:00、木9:00〜18:00、土9:00〜15:00","有","0774-20-3535"
"","さくら薬局京都宇治駅前店","611-0021","京都府","宇治市","宇治市宇治里尻36-39","26204","0774-25-6207","月～日9:00〜18:00 （祝日除く）","有","0774-25-6207"
"","フロンティア薬局宇治駅前店","611-0021","京都府","宇治市","宇治市宇治戸ノ内4番地","26204","0774-28-5051","月〜金9:00〜17:30、土9:00〜13:00","有","080-3275-8584"
"","もみじ薬局","611-0021","京都府","宇治市","宇治市宇治里尻２２－２０","26204","0774-21-8054","月～金9:00～18:00土9:00～13:00","無",""
"","やまもと調剤薬局","611-0021","京都府","宇治市","宇治市宇治山本27-17","26204","0774-25-6630","月水木金9:00～18:30、火9:00～20:00、土9:00～13:00","無",""
"","びわ薬局","611-0024","京都府","宇治市","宇治市琵琶台１－１７－２","26204","0774-24-2436","月～金9:30～20:00土9:30～16:00","有（携帯電話にて対応）","090-8125-9521"
"","アイン薬局宇治店","611-0025","京都府","宇治市","宇治市神明石塚54-512","26204","0774-48-2122","月～土9:00～18:00","有","0774-48-2122"
"","やまぶき薬局","611-0025","京都府","宇治市","宇治市神明宮北３０－４","26204","0774-28-5165","月～水・金9:00～19:00木9:00～17:00土9:00～13:00","無",""
"","神明ゆう薬局","611-0025","京都府","宇治市","宇治市神明宮東14-1 宇治神明ビル1階","26204","0774-39-8253","月木金9:00～19:00、火水9:00～17:00、土9:00～13:00","有","090-6327-6916"
"","エムハート薬局寺山店","611-0031","京都府","宇治市","宇治市広野町寺山１０５－４","26204","0774-79-0285","月・火・金9:00～19:30水・土9:00～12:30木9:00～20:00","有","0774-79-0285"
"","おおくぼゆう薬局","611-0031","京都府","宇治市","宇治市広野町茶屋裏3","26204","0774-46-3110","月火9:00～19:30、木金9:00～19:30、土9:00～12:00","無","090-3650-8717"
"","ゆう愛堂漢方薬局","611-0031","京都府","宇治市","宇治市広野町宮谷２２５","26204","0774-26-6066","月～水・金9:00～20:00木9:00～12:30、16:30～20:00土9:00～12:30","有","090-4283-2846"
"","アサクラ薬局","611-0033","京都府","宇治市","宇治市大久保町北の山２４－１","26204","0774-45-3685","9:00～20:00木・土9:00～15:00","無",""
"","上の山ゆう薬局","611-0033","京都府","宇治市","宇治市大久保町上ノ山51-28","26204","0774-41-3001","月火水金9:30～19:00、木9:30～17:30、土9:30～13:00","有","0774-41-3001"
"","薬局ダックス宇治西大久保店","611-0033","京都府","宇治市","宇治市大久保町旦椋50-2","26204","0774-66-1201","月～金9:00～19:00、土9:00～14:00","無",""
"","薬局ダックス宇治大久保田原店","611-0033","京都府","宇治市","宇治市大久保町田原20-3","26204","0774-39-8289","月～金9:00～14:00/15:00～18:00","無",""
"","調剤薬局ツルハドラッグ宇治徳洲会病院前店","611-0041","京都府","宇治市","宇治市槇島町一ノ坪４６－１","26204","0774-66-5940","月～金9:00～14:00、15:00～20:00","無",""
"","ファルコ薬局小倉店","611-0042","京都府","宇治市","宇治市小倉町西畑40-40","26204","0774-28-1221","月火水金9:00〜20:00、木9:00〜17:00、土9:00〜13:00","有","0774-28-1221"
"","薬局ダックス宇治小倉店","611-0042","京都府","宇治市","宇治市小倉町西浦98番地","26204","0774-66-5139","月〜金8:30〜19:00、土8:30〜13:00","無",""
"","ウエルシア薬局宇治伊勢田","611-0043","京都府","宇治市","宇治市伊勢田町若林57","26204","0774-41-1270","月～金9:00～20:00、土、祝　9:00～14:00、15:00～18:00","無",""
"","オーティ薬局","611-0043","京都府","宇治市","宇治市伊勢田町南山５５番地 第二上田ビル１階","26204","0774-44-7711","月～金9:00～19:30、土9:00～13:00","有","0774-44-7711"
"","つかさ薬局","612-0029","京都府","京都市伏見区","京都市伏見区深草西浦町7-73-1 ニューライフマンション藤の森101","26109","075-647-3201","月火木金9:00〜19:00、水9:00〜17:00、土9:00〜12:00","有","090-6231-5168"
"","すみぞめゆう薬局","612-0035","京都府","京都市伏見区","京都市伏見区深草北蓮池町903-1","26109","075-647-3333","月水金9:00～20:00、火木9:00～18:00、土9:00～13:00","有","075-647-3333"
"","スマイル薬局墨染店","612-0051","京都府","京都市伏見区","京都市伏見区墨染町688","26109","075-606-2684","月火木8:30～19:00、水金8:30～16:30、土8:30～13:00","無",""
"","スマイル薬局藤森店","612-0847","京都府","京都市伏見区","京都市伏見区深草大亀谷大山町42-2","26109","075-634-8653","月火金8:50〜18:30、水8:50〜17:00、木9:00〜17:00、土8:50〜12:00","有","075-634-8653"
"","ふかくさゆう薬局","612-0861","京都府","京都市伏見区","京都市伏見区深草向畑町77番地2 SOMNIUM1階","26109","075-645-9288","月〜金9:00〜18:00、土9:00〜12:00","無",""
"","調剤薬局ツルハドラッグ伏見直違橋店","612-0869","京都府","京都市伏見区","京都市伏見区深草直違橋北１－４６０－１","26109","075-647-9268","月～金9:00～19:00土9:00～13:00第2・4日9:00～17:00","無",""
"","ファルコ薬局あい藤森店","612-0875","京都府","京都市伏見区","京都市伏見区深草枯木町38-1 1階","26109","075-646-2455","月〜金8:50〜17:00、土8:50〜13:00","有","075-646-2455"
"","調剤薬局オカモト","612-0875","京都府","京都市伏見区","京都市伏見区深草枯木町33-1","26109","075-643-2528","月〜金8:30〜17:30、土8:30〜12:30","有","075-643-2528"
"","かえで薬局藤森店","612-0876","京都府","京都市伏見区","京都市伏見区深草西伊達町88-31 1階","26109","075-574-7381","月〜金9:00〜18:00、土9:00〜13:00","無",""
"","わかくさ薬局伏見店","612-0876","京都府","京都市伏見区","京都市伏見区深草西伊達町８７－５５","26109","075-646-5855","月～金9:00～18:00","無",""
"","薬局ダックス伏見桃山東店","612-8002","京都府","京都市伏見区","京都市伏見区桃山町山ノ下19-5","26109","075-632-8887","月〜金9:00～13:30/14:30～19:00、土9:00～13:00","無",""
"","ユタカ調剤薬局桃山南口","612-8016","京都府","京都市伏見区","京都市伏見区桃山町養斉16-35","26109","075-604-3880","月～金9:00～20:00、 土9:00～14:00","無",""
"","アイン薬局伏見桃山店","612-8024","京都府","京都市伏見区","京都市伏見区桃山町根来18-12 ロイヤルマンション桃山","26109","075-602-9862","月〜金9:00〜18:00、土9:00〜14:00","有","075-602-9862"
"","薬局ダックス伏見丹波橋店","612-8073","京都府","京都市伏見区","京都市伏見区下板橋町630-12","26109","075-748-8162","月～金9:00～19:00、土9:00～18:00","無",""
"","ヤマモト調剤薬局","612-8081","京都府","京都市伏見区","京都市伏見区新町５－５０７","26109","075-604-4771","月～水・金9:00～18:00木9:00～17:00土9:00～13:30","無",""
"","わかくさ薬局丹波橋店","612-8081","京都府","京都市伏見区","京都市伏見区新町10丁目364番地1","26109","075-603-4567","月火水金8:30〜13:00/15:00〜19:30、木土8:30〜12:30","無",""
"","フラワー薬局クローバー店","612-8083","京都府","京都市伏見区","京都市伏見区京町10-24-5","26109","075-642-1193","月水金9:00～19:00、火木9:00～17:00、土9:00～14:00","有","090-2340-0386"
"","あおい薬局伏見店","612-8109","京都府","京都市伏見区","京都市伏見区讃岐町155番地 ランスロット桃山102号","26109","075-605-4714","月金9:00〜20:00、火水9:00〜19:00、木9:00〜17:00、土9:00〜13:00","無",""
"","そうごう薬局向島店","612-8131","京都府","京都市伏見区","京都市伏見区向島丸町16-7","26109","075-406-0681","月水金9:00〜18:00、火木9:00〜20:30、土9:00〜12:30","有","075-406-0681"
"","みなみファミリー薬局","612-8136","京都府","京都市伏見区","伏見区向島四ッ谷地１４－１９","26109","075-634-8971","月・火・水・金9:00～19:30木・土9:00～13:00","無",""
"","アイン薬局伏見店","612-8248","京都府","京都市伏見区","京都市伏見区下鳥羽上三栖町128","26109","075-623-4788","月〜土9:00〜20:00","有","075-623-4788"
"","フラワー薬局下鳥羽店","612-8248","京都府","京都市伏見区","京都市伏見区下鳥羽上三栖町１３０","26109","075-623-4193","月～土8:30～19:00","有","090-1980-2898"
"","薬局ダックス伏見肥後町店","612-8352","京都府","京都市伏見区","京都市伏見区肥後町369","26109","075-606-2941","月水金9:00～19:00、火木9:00～18:00、土9:00～14:00","無",""
"","東まち薬局","612-8353","京都府","京都市伏見区","京都市伏見区東町２１２　ツインズスクエアイースト１階","26109","075-644-4543","月・水・金9:00～20:00、
火・木9:00～17:00土9:00～13:00","有","075-644-4543"
"","フラワー薬局北ノ口店","612-8392","京都府","京都市伏見区","京都市伏見区下鳥羽北ノ口町55","26109","075-604-4193","月火水金9:00～19:00、木9:00～17:00、土9:00～12:30","有","080-1595-2240"
"","ユタカ薬局 在宅調剤センター京都","612-8414","京都府","京都市伏見区","京都市伏見区竹田段川原町236 竹田駅前第一ビル202号室","26109","075-646-2001","月〜土9:00〜18:00","無",""
"","あんだち薬局","612-8421","京都府","京都市伏見区","京都市伏見区竹田桶ノ井町１５５マンション稔１階","26109","075-646-0678","月・水・金9:00～21:00 
火・木9:00～17:00 
土9:00～15:00","有","075-646-0678"
"","薬局ダックス伏見新堀川店","612-8443","京都府","京都市伏見区","京都市伏見区竹田藁屋町34","26109","075-366-9394","月～金9:00～14:00/15:00～19:00","無",""
"","伏見センター薬局","612-8473","京都府","京都市伏見区","京都市伏見区下鳥羽広長町113 蘇生会総合病院東新館１階","26109","075-603-1193","月〜土8:30〜19:00","有","075-603-1193"
"","ふれあいかたおか薬局","612-8492","京都府","京都市伏見区","京都市伏見区久我本町5-32","26109","075-924-0500","月火水金9:00〜20:00、木土9:00〜13:00","有","075-924-0500"
"","久我ゆう薬局","612-8495","京都府","京都市伏見区","京都市伏見区久我森の宮町2-273","26109","075-935-7115","月火水金8:30～20:00、木8:30～16:30、土8:30～12:30","有","080-6228-8171"
"","シンシン薬局","613-0033","京都府","久御山町","久世郡久御山町栄4丁目1-86","26322","0774-43-2406","月〜金9:00〜19:00、土9:00〜14:00","有","0774-43-2406"
"","フラワー薬局佐山店","613-0034","京都府","久御山町","久世郡久御山町佐山西ノ口９－１","26322","0774-94-6256","月～金9:00～17:30土9:00～12:00","有","080-2610-7095"
"","さくら薬局京都久御山店","613-0042","京都府","久御山町","久世郡久御山町坊ノ池坊村中５６－２","26322","075-633-2501","月～金9:00～20:30土9:00～16:30日10:00～12:30","有","075-633-2501"
"","ミキ薬局","613-0904","京都府","京都市伏見区","京都市伏見区淀池上町１３３","26109","075-632-0262","月～金9:30～20:00土9:30～13:00","無",""
"","アイン薬局淀店","613-0905","京都府","京都市伏見区","京都市伏見区淀下津町281-3","26109","075-633-5717","月～金9:00～18:30、土9:00～13:00","有","075-633-5717"
