custom_website,custom_address,custom_memo_available_datetime,custom_postalcode,custom_phone,post_title,tax_is_open_sunday,tax_is_open_holiday
https://daiichi.sekisaikai.jp/,鹿児島県姶良市加治木町本町307-1,9:00~24:00,899-5215,0995-63-2158,フィオーレ第一病院,×,×
,鹿児島県姶良郡北方1854,木曜日9:30~12:30金曜日9:30~12:30,899-6202,0995-74-2503,あいらの森ホスピタル,×,×
maeda-sanfujinka-clinic.com,鹿児島県霧島市国分中央1-3-23,月・火・水・金9:00~18:00木・土9:00~13:00,899-4332,0995-46-6800,前田産婦人科クリニック,×,×
,鹿児島県霧島市国分中央3-17-13,休止期間:令和元年11月1日~令和2年10月31日廃止年月日:令和2年11月1日,899-4332,0995-45-0052,原口産婦人科,×,×
http://mitsuo.or.jp,鹿児島県霧島市隼人町見次1296-3,常時可,899-5117,0995-44-9339,みつお産婦人科,×,×
http://www.nakamura-iadies-clinic.com,鹿児島県伊佐市大口上町46-12,"平日9:00~12:30,14:30~17:30木・土9:00~12:30日・祝8:30~9:00",899-2513,0995-24-2238,なかむら産婦人科,×,×
info@takeuchi-ladies.jp,鹿児島県姶良市東餅田502-2,常時,899-5421,0995-65-2296,竹内レディースクリニック,◯,◯
https://ibusuki.hosp.go.jp/,鹿児島県指宿市十二町4145,24時間対応可,891-0498,0993-22-2231,独立行政法人国立病院機構指宿医療センター,◯,◯
http://arima-lc.sakura.ne.jp/,鹿児島県南さつま市加世田本町18-3,平日 9:00~17:00土曜 9:00~12:00水曜 休診,897-0006,0993-53-2777,有馬産婦人科,×,×
http://kitazono-hp.jp/,鹿児島県指宿市大牟礼4丁目16-28,平日 9:00~18:00土曜 9:00~13:00,891-0401,0993-24-3177,北薗産婦人科クリニック,×,×
http://mori-hospital.com/,鹿児島県枕崎市西本町181,24時間対応可,898-0015,0993-72-2134,森産婦人科,◯,◯
http://www.saiseikai-sendai.jp/,鹿児島県薩摩川内市原田町2-46,平日 8:30-17:00土曜 8:30-12:30,895-0074,0996-23-5221,済生会川内病院,×,×
,鹿児島県薩摩川内市平佐町1957-7,24時間対応可能,895-0012,0996-22-0311,田島産婦人科,◯,◯
,鹿児島県阿久根市栄町127-3,警察からの依頼のみ,899-1616,0996-73-4180,有村産婦人科・内科,×,×
,鹿児島県薩摩川内市東開聞町14-3,平日 9:00-17:30土曜 9:00-15:00,895-0051,0996-23-3569,河村医院 (産婦人科),×,×
,鹿児島県出水市米ノ津町35-20,月火水金 8:30-17:30木土 8:30-12:00,899-0121,0996-67-2600,境田医院 (産婦人科),×,×
,鹿児島県出水市昭和町15-20,平日 8:30-17:30土曜 8:30-12:30,899-0202,0996-62-1559,広瀬産婦人科医院,×,×
http://www.nakashima-h.or.jp,鹿児島県曽於市栄町1-6-6,平日 9:00~17:30土曜 9:00~15:00,899-8602,0986-76-1065,医療法人義貫会 中島病院,×,×
,鹿児島県鹿屋市王子町3880-1,8:00~17:00,893-0012,0994-42-5275,医療法人碧仁会 井ノ上病院,×,×
,鹿児島県鹿屋市寿7丁目1-35,月~土 8:30~12:00(木曜休診),893-0014,0994-43-3224,寿レディースクリニック,×,×
https://www.kuwahata-ob-gy.com/,鹿児島県鹿屋市朝日町7-17,月火水金 9:00~12:00 14:00~17:30木土 9:00~12:00,893-0004,0994-41-0303,医療法人 桑波田産婦人科,×,×
,鹿児島県鹿屋市串良町上小原3500-1,月火水金 9:00~17:00土 9:00~12:00,893-1605,0994-63-7878,黎明脳神経外科医院,×,×
https://www.uchimura-kanoya.com,鹿児島県鹿屋市串良町岡崎2070,平日 9:00~17:30水土 9:00~12:00,893-1603,0994-63-2521,医療法人 内村産婦人科,×,×
http://tane-san.com/,鹿児島県西之表市西之表16314-7,"月・火・木・金(9:00~11:00,14:00~16:00)水(9:00~11:00)土日,祝祭日休診(必要な場合は要相談)",891-3101,0997-22-0260,種子島産婦人科医院,×,×
https://www.yakushimatokushukai.com,鹿児島県熊毛郡屋久島町宮之浦2467,平日(9:00~18:00)土曜(9:00~12:00),891-4205,0997-42-2200,医療法人徳洲会 屋久島徳洲会病院,×,×
http://hospital.pref.kagoshima.jp/oshima/,鹿児島県奄美市名瀬真名津町18-1,平日8:30-16:30,894-0015,0997-52-3611,鹿児島県立大島病院,×,×
kikai-tokushukai.com/,鹿児島県大島郡喜界町湾315,平日8:30~17:00土曜8:30~12:00,891-6202,0997-65-1100,医療法人徳洲会 喜界徳洲会病院,×,×
http://www/tokunoshima-tokushukai.com/,鹿児島県大島郡徳之島町亀津7588,"・平日(月,火,木,金)9:00~12:00,14:00~17:00・土曜9:00~12:00",891-7101,0997-83-1100,医療法人徳洲会 徳之島徳洲会病院,×,×
http://www.nazetokushukai.jp,鹿児島県奄美市名瀬朝日町28-1,平日9:00~12:30,894-0061,0997-54-2222,医療法人徳洲会 名瀬徳洲会病院,×,×
,鹿児島県奄美市名瀬真名津町13-20,"・月,火,木,金9:30~12:30,14:30~18:00・水,土9:30~12:30・日14:30~18:00・祝日休診",894-0015,0997-54-2000,うえだクリニック,×,×
Soujinkai-kousei.jp/kuroisi,黒石市黒石字建石9-1,月~木 9:30~13:00(受付12:45迄)、15:00~18:00(受付17:45迄)金 9:30~13:00(受付12:45迄)土 9:00~13:00(受付12:45迄)※第2、4土曜休診,036-0351,0172-52-4121,(一財)双仁会黒石厚生病院,,
http://www.soujinkai-kousei.jp,青森市大字新城字山田488-1,月・水・木・金 8:30~12:00,038-0042,017-788-3121,(一財)双仁会青森厚生病院,×,×
,五所川原市字一ツ谷536-18,平日 8:30~17:30土 8:30~12:00,037-0016,0173-33-1103,安斎レディスクリニック,×,×
,弘前市大字早稲田四丁目1-5,月~金 9:00~11:30、14:00~17:30土 9:00~11:30、13:00~14:30木・日・祝日 休診(変更になる場合あり),036-8082,0172-26-1692,いちろうクリニック,×,×
,むつ市柳町一丁目9-55,月~木 9:00~18:30金 9:00~17:00土 9:00~13:00,035-0031,0175-22-2135,医療法人白心会北村医院むつレディスクリニック,×,×
www.sakurac.com/,弘前市大字品川町48-1,平日 8:00~21:00土日も同じ。他の時間帯も電話連絡で対応可,036-8183,0172-35-4635,医療法人施仁会ゆざわ産婦人科クリニック,×,×
http://www.isshoudoutaneichi.c,八戸市朔日町37,月・火・木・金 9:00~17:30水・土 9:00~11:30,031-0087,0178-22-0025,医療法人一松堂医院,×,×
https://efclinic.com,青森市浜田三丁目3-7,平日 9:00~18:00土 9:00~13:00,030-0843,017-729-4103,エフ.クリニック,×,×
elm-j-clinic.com,五所川原市中央四丁目93番地,月~木9:30~12:00、14:00~17:00金 9:30~12:00、14:30~17:00水 9:30~12:00土 9:30~12:30,037-0036,0173-38-4188,エルム女性クリニック,×,×
https://www.k-medical.jp,八戸市柏崎3丁目7-18,月~土 9:00~12:00月・火・水・金 14:00~18:00土曜(第2、4)13:00~15:00※ただし、土曜(第2、4)については、婦人科診察日のみ対応。,031-0081,0178-45-7777,柏崎メディカルクリニック,,
katoh-lc@muse.ocn.ne.jp,つがる市木造赤根13-143,平日 8:30~17:30木・土 8:30~11:30休診日 日・祝、木・土(午後),038-3142,0173-26-7068,加藤レディースクリニック,×,×
http://www.r20.7-dj.com/~ych5s/,弘前市大字豊原二丁目1-2,月、水~金、日 9:30~12:00土 10:30~12:00月~金 16:00~19:00(木曜 17:00~19:00)その他時間外等については電話対応により随時,036-8154,0172-33-2822,しらとりレディスクリニック,,
,十和田市穂並町10-12,月・火・木・金 9:00~12:00、14:00~17:30水・土 9:00~12:00,034-0037,0176-22-7711,しんクリニック産婦人科・皮ふ科,×,×
http://takeuchi-m.byoinnavi.jp/pc/index.html,八戸市石堂4丁目15-10,月・火・木・金 9:00~12:30、15:00~18:00水・土 9:00~12:30,039-1165,0178-20-6556,たけうちマザーズクリニック,×,×
chuo-ladies.jp,むつ市中央二丁目5番5号,平日 8:30~18:00木・土 8:30~12:00,035-0073,0175-24-3151,中央レディスクリニック,×,×
www.tsgren.jp/tsugaru-general-,五所川原市字岩木町12番地3,平日 8:00~17:00,037-0074,0173-35-3111,つがる西北五広域連合つがる総合病院,×,×
http://www.tomabechi-ladys.jp/,八戸市沢里字沢内36-1,月・火・水・金 9:00~12:00、14:30~18:00木 9:00~12:00土 9:00~12:00,039-1167,0178-47-5651,苫米地レディースクリニック,×,×
oc-hirosaki.com/hlc-uer2.html,弘前市大字駅前町8-1弘前駅前地区共同ビル3F,平日 9:00~12:00、14:00~18:00水・土 9:00~12:00,036-8004,0172-35-2110,弘前レディスクリニック,×,×
fujimori@violin.ocn.ne.jp,弘前市大字品川町27-1,24時間対応,036-8183,0172-32-0974,藤盛医院,◯,◯
www.mami-ladies.jp/,八戸市根城5丁目1-2,月・火・水・金 9:00~12:00、14:30~18:00木 9:00~11:30土 9:00~11:30,039-1166,0178-80-7123,麻美レディースクリニック,×,×
http://www.hospital-mutsu.or.jp,むつ市小川町一丁目2-8,平日 8:30~17:00その他の時間でも適宜対応,035-0071,0175-22-2111,むつ総合病院,×,×
info@mela-lc.com,弘前市大字東長町60-2,月・火・木・金 8:30~18:30水 8:30~12:30土 8:30~16:30,036-8343,0172-31-1882,メーラ.レディスクリニック,×,×
http://ladies-mikamiclinic.com/,黒石市前町49,平日 9:00~12:10、14:00~18:00土 9:00~12:00,036-0367,0172-52-8618,レディス・みかみクリニック,×,×
www.cecilia3.com,青森市大字筒井字八ッ橋95-12,平日 9:00~12:30、15:00~18:30(木曜午後休診)土 9:00~15:00,030-0944,017-738-0321,レディスクリニックセントセシリア,×,×
https://www.aomori-h-coop.com/kyoritsu/,青森市東大野二丁目2-2,平日 9:00~12:00,030-0847,017-762-5511,協立クリニック,×,×
http://hospital-noheji-aomori.jp,野辺地町字鳴沢9-12,対応時間なし(緊急避妊への対応不可),039-3141,0175-64-3211,公立野辺地病院,×,×
www.town.gonohe.aomori.jp/sago,五戸町字沢向17-3,平日 8:45~16:00,039-1517,0178-61-1200,国保五戸総合病院,×,×
http://hospital-kuroishi.jp,黒石市北美町一丁目70,平日 8:30~11:30(外来で対応)※時間外、休日、夜間は事前に電話相談,036-0541,0172-52-2121,黒石市国保黒石病院,×,×
https://hospital.town.sannohe.,三戸町大字川守田字沖中9-1,月 8:15~11:30火 8:15~11:30、12:30~15:00,039-0141,0179-20-1131,三戸町国保三戸中央病院,×,×
http://www.hp-chuou-towada.towada.aomori.jp,十和田市西十二番町14-8,平日 8:30~17:00,034-0093,0176-23-5121,十和田市立中央病院,×,×
dr.nishimura.com,八戸市小中野4丁目8-18,平日 9:00~11:00、14:30~16:30水・土 9:00~11:00,031-0802,0178-22-3901,西村産婦人科クリニック,×,×
,青森市長島三丁目12ー6,平日 9:00~12:00、14:00~18:00木・土 9:00~12:00基本的に外来診療時間内その他は連絡してから指示を受ける,030-0861,017-776-2893,千歳産婦人科医院,×,×
kuracli@comet.ocn.ne.jp,八戸市廿六日町3,月・火・木・金 9:00~12:00、14:00~18:00水・土 9:00~12:00,031-0044,0178-73-2399,倉本クリニック 婦人科・産科,×,×
https://www.kensei-hp.jp,弘前市大字扇町二丁目2-2,24時間※ただし、婦人科受付時間(平日9:00~11:00)以外はERで薬の処方のみ対応。,036-8511,0172-55-7717,津軽保健生活協同組合健生病院,◯,◯
,青森市花園一丁目7-13,平日 9:00~18:00水・土 9:00~12:00,030-0966,017-744-4103,田中産婦人科クリニック,×,×
http://hirosaki.hosp.go.jp,弘前市大字富野町1,常時対応,036-8545,0172-32-4311,独立行政法人国立病院機構弘前総合医療センター,,
http://www.hachinohe-clinic.com/index.php,八戸市柏崎1丁目8-32,365日 24時間対応,031-0081,0178-22-7725,八戸クリニック,◯,◯
―,香川県高松市東田町4-8,月・火・木・金9:00~12:30 14:00~18:00水・土9:00~12:30  他の時間帯でも対応可,760-0058,087-831-7062,沼本産婦人科医院,×,×
―,香川県高松市番町3丁目19-15,月・火・木・金9:00~12:30 15:00~18:00水・土9:00~12:30,760-0017,087-802-5525,医療法人社団 啓里会かわさきレディースクリニック,×,×
www.hirano-sanfujinka.com,香川県丸亀市土器町東四丁目763,月・火・水・金9:00~12:00 15:00~18:00木・土9:00~12:00,763-0082,0877-24-6611,ひらの産婦人科医院,×,×
―,香川県高松市花ノ宮町1丁目5-30,平日9:00~17:30 水・木は9:00~13:00土9:00~16:00,761-8063,087-837-1611,医療法人社団 はらだ産婦人科医院,×,×
http://yasuhara-maternity.com,香川県高松市三条町321-2,月・火・木・金8:30~12:30 13:30~17:30土・日8:30~12:30盆、年末年始はお問い合わせ下さい。祝日は休,761-8072,087-866-1111,医療法人社団 安原クリニック,,
―,香川県観音寺市茂西町1丁目6-3,月~土9:00~13:00,768-0073,0875-25-3291,医療法人社団大仁会 もりの木おおにしクリニック,×,×
//www.kagawa-inoshita-hospital.,香川県観音寺市大野原町花稲818-1,月~水・金・土9:00~12:00 14:00~17:15木曜9:00~12:00   ※日・祝日 休診,769-1613,0875-52-2215,医療法人社団豊南会 香川井下病院,×,×
https://sugiue-obgyn.jp,香川県高松市香川町浅野1026-5,月・火・水・金・土9:00~12:00 14:00~18:00,761-1703,087-879-6969,杉上産婦人科医院,×,×
―,香川県高松市木太町4020-1,月・火・水・金9:00~12:30 14:00~18:00木・土9:00~12:30,760-0080,087-867-2340,和田産婦人科医院,×,×
andolc.sakura.ne.jp,香川県高松市多肥下町1524-14,月・火・金9:00~12:00 14:30~18:30水9:00~12:00 土9:00~13:00第2・第4日曜日 9:00~12:30,761-8075,087-815-2833,医療法人 安藤レディースクリニック,×,×
http://miyamoto-lc.p-kit.com/,香川県高松市楠上町2丁目3-15 2階,平日9:30~18:30木9:30~12:30土9:30~17:00,760-0075,087-806-1177,医療法人社団 みやもとレディースクリニック,×,×
http://morisanfujinka.jp/,香川県高松市瓦町2丁目3-5,平日9:00~17:00土曜9:00~16:30但し木曜午後、第3土曜は除く,760-0052,087-831-5513,森産婦人科医院,×,×
//scha.jp/departent/obstetrics/,香川県小豆郡小豆島町池田2060‐1,月・水・木・金8:00~11:00火曜8:00~11:00 12:30~15:00,761-4301,0879-75-1121,小豆島中央病院,×,×
―,香川県高松市福岡町3丁目11-27,月・水・金8:30~12:30 14:00~17:30火・土8:30~12:30木・日・祝日 休診,760-0066,087-826-2288,鈴木レディースクリニック,×,×
―,香川県高松市観光町649-8,平日(火・水・木)9:00~11:30、13:30~14:30,760-0076,087-839-9607,医療法人社団如水会 オリーブ高松メディカルクリニック,×,×
http://www.asahi-cl.jp,香川県高松市観光町538-2,月・火・木・金9:00~12:30 15:00~18:00水・土9:00~12:30,760-0076,087-831-0280,医療法人社団愛和会 あさひクリニック,×,×
http://www.machikuri.or.jp,高松市丸亀町13番地3 高松丸亀町商店街参番街,月・火・木・金・土9:00~13:00 15:00~18:00,760-0029,0847-813-2220,医療法人社団美術館北通り診療所,×,×
https://www.kaisei.or.jp/,香川県坂出市室町三丁目5番28号,平日9:00~17:00,762-0007,0877-46-1011,社会医療法人財団大樹会総合病院回生病院,×,×
http://www.sfmc.jp/,香川県高松市太田下町3017-3,月・火・金9:00~12:00 15:00~18:00水・木9:00~12:00、土曜9:00~14:00日曜、祝祭日は休診,761-8073,087-868-4103,サンフラワーマタニティークリニック,×,×
.city.sakaide.lg.jp/site/sakaid,香川県坂出市寿町三丁目1番2号,月曜日8:30~11:30木曜日8:30~16:30,762-8550,0877-46-5131,坂出市立病院,×,×
www.kurobe-cl.com,香川県高松市木太町1335-4,月・水・金9:00~12:30 14:00~18:00火・木9:00~12:30、土9:00~13:00,760-0080,087-867-2267,医療法人社団 くろべクリニック,×,×
https://shikoku-mc.hosp.go.jp/,香川県善通寺市仙遊町2丁目1-1,性被害のときのみ対応:24時間,765-8507,0877-62-1000,独立行政法人国立病院機構 四国こどもとおとなの医療センター,△,△
http://www.takamatsu.jrc.or.jp,香川県高松市番町4丁目1-3,当番日9:00~18:00,760-0017,087-831-7101,高松赤十字病院,×,×
http://www.takinomiya-hp.com/,香川県綾歌郡綾川町滝宮486番地,平日8:30~17:00,761-2393,087-876-1145,香川県厚生農業協同組合連合会 滝宮総合病院,×,×
http://www.yokoladies.com,香川県高松市丸亀町1-1高松丸亀町壱番街西館2,平日10:00~19:00土曜10:00~14:00休診日:水、日、祝日,760-0029,087-811-6607,陽子レディスクリニック,×,×
http://ritsurin.jcho.go.jp,香川県高松市栗林町三丁目5番9号,月・火・水・金9:00~11:30 13:30~16:00木9:00~11:30※婦人科が臨時休診の場合は対応できません。,760-0073,087-862-3171,独立行政法人地域医療機能推進機構りつりん病院,×,×
//www.city.sanuki.kagawa.jp/hos,香川県さぬき市寒川町石田東甲387番地1,平日 月・水・木9:00~15:00火・金9:00~11:00,769-2321,0879-43-2521,さぬき市民病院,×,×
https://www.kagawah.johas.go.jp,香川県丸亀市城東町三丁目3番1号,平日8:30~17:00,763-8502,0877-23-3111,独立行政法人労働者健康安全機構 香川労災病院,×,×
http://www.w-greenhill.jp/,熊本県熊本市東区戸島西3-1-100,月・火・木・金(9:00-12:00、14:00-19:00)土(9:00-12:00、15:00-18:00),861-8043,096-360-5511,ウィメンズクリニックグリーンヒル,×,×
https://miyahara-lc.jp,熊本県熊本市西区春日7丁目21-15,月・火・水・金・土(9:00-18:00),860-0047,096-325-1107,みやはらレディースクリニック,×,×
なし,熊本県菊池市隈府497-1,平日:8:30-18:30土曜:8:30-12:30,861-1331,0968-25-2589,米田産婦人科医院,×,×
なし,熊本県天草市港町1631,水・木・金(9:00-17:30)土(9:00-15:00)日(9:00-13:00),863-0021,0969-24-8711,わせだ直子レディースクリニック,△,×
http://www.hiji-in.com/,熊本県熊本市東区新生2-3-6,平日:9:30-18:00(水:9:30-13:00)土曜:9:30-16:00,862-0908,096-367-2333,いんでレディースクリニック,×,×
http://www.motoharakai.jp/,熊本県天草市亀場町亀川1962-12,24時間対応,863-0025,0969-24-1175,医療法人 本原会産科婦人科 本原クリニック,◯,◯
https://kiyotaclinic.or.jp/,熊本県熊本市北区植木町一木178-4,"平日・土曜8:30-12:30, 14:00-17:30これ以外の時間帯は電話で対応後、医師在院中は診察可",861-0135,096-273-4111,清田産婦人科医院,△,△
http://www010.upp.so-net.ne.jp/katasan/,熊本県熊本市北区龍田4丁目30番45号,月・火・水・木・土(9:00-13:00)水(9:00-13:00、14:30-17:00),861-8006,096-339-1103,片岡産婦人科医院,,
http://aikouiin.com/,熊本県人吉市駒井田町1951,平日:9:00-13:00、15:30-19:00土曜:9:00-13:00,868-0006,0966-22-4020,愛甲産婦人科麻酔科医院,×,×
https://tashiroclinic.jimdo.com/,熊本県熊本市中央区大江4丁目5-5,月・火・水・金・土(9:00-12:30、14:00-18:00),862-0971,096-362-1414,田代産婦人科医院,×,×
http://www.mediqube.com/honda-lc/usr/pc/index.php,熊本県水俣市浜町3-6-21,"火・水・木・金(9:00-12:00,14:30-18:00)土曜(9:00-12:00、13:30-16:30)",867-0065,0966-63-2019,田レディースクリニッ,,
なし,熊本県熊本市東区花立3丁目29-20,平日:9:00-12:00土曜:9:00-12:00,861-2118,096-365-5050,澁江産科婦人科,×,×
http://asospahp.jp/,熊本県阿蘇市内牧1153-1,平日:9:15-17:00休日・夜間は電話連絡が必要(対応可)観光客などに365日24時間対応,869-2301,0967-32-0881,阿蘇温泉病院,◯,◯
http://www.sakamotolc.net/,熊本県玉名市高瀬35,月・火・水・金:9:30-17:30木・土:9:30-12:30,865-0025,0968-74-2045,坂本産婦人科クリニック,×,×
http://saitolcl.com/,熊本県菊池市片角294-2,平日:9:00-18:00木・土曜:9:00-12:00,861-1307,0968-24-1177,斎藤産婦人科医院,×,×
https://matsubase.or.jp/,熊本県宇城市松橋町松橋689番地の1,24時間対応,869-0502,0964-34-0303,まつばせレディースクリニック,◯,◯
http://www.yoshimura-gdc.jp/,熊本県熊本市中央区子飼本町6番20号,月・火・木・金(9:00-17:30)水(9:00-12:00)土(9:00-15:00),860-0851,096-345-8300,よしむら産婦人科皮ふ科クリニック,×,×
なし,熊本県八代市日奈久中西町418,平日:9:00-18:00土曜:9:00-12:30,869-5133,0965-38-0068,福田クリニック・産婦人科内科,×,×
https://ushijima-cl.com/,熊本県熊本市南区田迎4丁目7の23,"月・火・木・金(9:00-12:30,14:00-18:00)水(9:00-12:30)土(9:00-12:30,13:30-15:30)",862-0962,096-379-2727,医療法人英会産科婦人科うしじまクリニック,×,×
http://www.morikawa-lc.or.jp/,熊本県熊本市水前寺6丁目31番1号,"月・火・木・金(9:00-13:00,14:30-18:30)水・土(9:00-13:00)",862-0950,096-381-4115,森川レディースクリニック,×,×
http://www.yagisanfujinka.jp/,熊本県熊本市中央区水前寺1丁目19-5,月・火・金(9:00-12:30、14:00-17:30)水・土(9:00-12:30、14:00-16:00)木(9:00-12:30、14:30-19:00),862-0950,096-383-2311,八木産婦人科医院,×,×
http://www.facebook.com/kiyora.ob.gyn,熊本県熊本市東区西原2丁目11-3,平日:9:00-18:00水・土:9:00-13:00,861-8029,096-382-3388,医療法人西原会清ら内科産婦人科医院,×,×
http://yunohara.jp/,熊本市中央区南熊本5丁目9番3号,月・火・水・金・土 午前9:30-13:00午後14:00-18:30水曜午後は手術が入ることがあり,860-0812,096-372-1110,ゆのはら産婦人科医院,,
http://kuwahara-obgyn.jp/about/,熊本市東区桜木2-2-6,平日(9:00-12:00.14:00-17:30)金曜 午前のみ土曜(9:00-12:00.14:00-15:00),861-2101,096-365-4103,桑原産科婦人科医院,×,×
http://www.fukuda-hp.or.jp/,熊本市中央区新町2丁目2番6号,月曜~土曜9:00~17:30,860-0004,096-322-2995,福田病院,×,×
なし,天草市亀場町食場984-1,月・水・木・金(9:00-18:00)火・土(9:00-13:00)時間外でも対応可能な場合あり,863-0046,0969-24-3636,鬼塚クリニック,△,△
http://www.inoue-sanfujinka.jp/,熊本市北区鶴羽田1丁目14番27号,月・火・水・金(9:00-11:30・14:00-17:30)木(9:00-12:30)土(9:00-11:30・14:00-14:30),861-5517,096-345-3911,北熊本井上産婦人科医院,×,×
https://www.ii-sanhujinka.com/,熊本市中央区大江本町8番15号,平日(9:00-18:00)土曜(9:00-13:00)日・祝は診療なし,862-0973,096-364-4003,伊井産婦人科病院,×,×
http://yamaga-medical-center.jp/,山鹿市山鹿511,平日(8:30-17:15),861-0593,0968-44-2185,山鹿市民医療センター,×,×
https://sakaguchi-wclinic.com/,熊本市帯山3丁目15-10,月・金・土(9:00-18:00)火・水(9:00-19:00),862-0924,096-382-3600,かぐち女性のクリニッ,,
http://www.suidouchou-lc.jp/,熊本市中央区水道町9番5-1,月・火・木・金・土(10:00-14:00・16:00-19:00)水曜(10:00-13:00・15:00-18:00)日・祝(8:30-12:00),860-0844,096-322-2996,医療法人社団ソフィア愛育会 ソフィアレディースクリニック水道町,△,△
http://www.kataoka-lc.com/,八代市本町3丁目3-35,平日:9:00-18:30土曜:9:00-15:00,866-0861,0965-32-2344,医療法人セント・ソフィア片岡レディスクリニック,×,×
http://www.hashimoto-sanfujinka.com/,八代市植柳上町931,平日(9:00-12:30.14:00-18:00)土曜(9:00-12:30),866-0081,0965-32-4155,橋本産婦人科医院,×,×
http://www.matsuo-lc-com/,荒尾市荒尾4160-257,24時間,864-0041,0968-66-3110,産科婦人科まつおレディースクリニック,◯,◯
http://www.hospital.arao.kumamoto.jp/,荒尾市荒尾2600番地,平日:8:30-17:15それ以外も対応可能な場合あり,864-0041,0968-63-1115,荒尾市民病院,×,×
なし,玉名市中1806,平日:9:00-17:30火曜・土曜:9:00-12:00,865-0064,0968-73-3527,下川産婦人科医院,×,×
https://www.lc-nakamura.com/,熊本市東区長嶺南1-5-48,月・水・金(10:00-13:00・16:00-20:00)土(10:00-13:00-16:00-18:00)日(10:00-13:00),861-8039,096-213-1555,レディースクリニックなかむら,×,×
http://www.web-clover.net/chiga-c/,菊池群菊陽町大字原水295-1,月・火・金(9:00-11:30・14:00-17:30)水(9:00-11:30-15:00-17:30)土(9:00-11:30),869-1102,096-232-9131,医療法人社団 博慈会ちが産婦人科医院,×,×
http://www.uchino.or.jp/,熊本市南区八幡5丁目10-12,月・火・水・金(9:00-12:00・14:00-18:00)木(9:00-12:00)土(9:00-13:00),861-4113,096-288-5566,うちの産婦人科,×,×
https://suenaga-obgyn.com/,熊本市西区二本木2丁目10-13,月・木(9:00-19:00)火・水・金(9:00-18:00)土(9:00-15:00),860-0051,096-352-7280,末永産婦人科医院,×,×
http://www.maedalc.com/,熊本市南区出仲間7丁目2-32,月・火・木・金(9:00-12:00・14:00-18:00)水・土(9:00-12:00),862-0963,096-378-8010,医療法人 フェリチタ前田産婦人科医院,×,×
http://www.kuwahara-sanfujinka.net/,八代市大手町7-22,24時間対応可能,866-0852,0965-32-3405,医療法人社団桑原産婦人科医院,◯,◯
http://www.nagaminesoyokaze.com,熊本県熊本市東区月出6-5-130,月・火・木・金 (9:00-18:00)水・土 (9:00-12:00),862-0920,096-285-4121,長嶺そよかぜクリニック,×,×
http://www.gifu-med.jrc.or.jp/,岐阜県岐阜市岩倉町3-36,指定なし(但し、近隣に不在の時をはじめ、対応不可の可能性あり),502-8511,058-231-2266,岐阜赤十字病院,×,×
https://www.misao-ladies.jp/,岐阜県岐阜市津島町6丁目19番地,月・火・水・金曜日 午前 9:30~12:30午後 3:30~ 7:00木曜日 午前 9:30~12:30土曜日 午前 9:30~12:30午後 2:00~ 5:00休日当番9:00~18:00,502-0846,058-233-8811,操レディスホスピタル,△,△
https://www.hosp.asahi-u.ac.jp/,岐阜県岐阜市橋本町3丁目23番地,月 ~ 金(8:30 ~ 11:30) 要予約,500-8523,058-253-8001,朝日大学病院,×,×
www.hiranogh.com,岐阜県岐阜市黒野176番地5,終日可能(ただし、呼び出しのため時間のかかる場合あり),501-1192,058-239-2325,医療法人社団 誠広会平野総合病院,◯,◯
https://yuuaikai-gifu.or.jp/,岐阜県岐阜市八代1-7-1,月曜~金曜 9:00~17:00土曜9:00~16:00日・祝は対応できません,502-0812,058-231-2631,岩砂病院・岩砂マタニティ,×,×
0,岐阜県岐阜市鏡島2-19-5,月火水金 9:00~18:00 木土9:00~12:00,501-0123,058-253-3335,医療法人社団 真和会マナベ産婦人医院,×,×
https://ishihara-sanfujinka.com/,岐阜県岐阜市芥見嵯峨2丁目145,8:00~17:00(曜日問わず) 夜の問い合わせも可,501-3146,058-241-3535,石原産婦人科,×,×
takahashi-ladies.jp,岐阜県岐阜市梅ケ枝町3丁目41-3,平日(木は午前中)9:00~12:00 16:00~19:00土9:00~12:00 14:00~16:00,500-8818,058-263-5726,髙橋産婦人科,×,×
0,岐阜県岐阜市金宝町1-11,"平日 9:00~12:00,14:00~17:00木、土 9:00~12:00",500-8847,058-262-3224,真鍋婦人科,,
furuta-ob-gyn-clinic.la.coocan.jp/,岐阜県岐阜市金町7丁目3,平日 8:30-19:00(水曜日のみ 8:30-12:00)土曜日 8:30-16:00,500-8842,058-265-2395,古田産科婦人科クリニック,×,×
www.miyazaki-ob-gy.jp,岐阜県岐阜市加納本町3の5,月・水・金9:00~12:00、17:00~19:00火9:00~12:00、16:00~17:30土9:00~12:00,500-8474,058-271-3344,宮崎レディスクリニック,×,×
www.nishigifu-maternity.jp,岐阜県岐阜市市橋5-3-9,平日 9:30~12:30 15:30~18:30(木曜日は午前中のみ、但しかなりの緊急時、受診可能の場合、時間外料金になります),500-8381,058-272-3881,西岐阜産婦人科医院,×,×
0,岐阜県岐阜市長良葵町1丁目2番地の3,"平日、土曜日 8:30~13:00,17:00~19:30祝日休日 8:30~12:00 第3日曜休診",502-0047,058-231-1573,小倉医院,×,×
http://takailadies.net,岐阜県岐阜市正木1978-72,平日(木曜以外)9:00~17:00、土9:00~13:00,502-0857,058-232-6055,医療法人高井外科,×,×
